p_T, Eta, Phi, Area, Rho, p_T-corr, N-Trk, Angularity, Angularity-NW, Mean-p_T, p_T_1, p_T_2, p_T_3, p_T_4, p_T_5, distmatch, XMatch, X_tru
51.2103, 0.400345, 5.95681, 0.224525, 228.083, -50.0567, 80, 0.253485, 0.259477, 0.640129, 3.18936, 2.72046, 2.67026, 2.11128, 1.76858, 1e+06, 0, 0
49.4705, 0.0385426, 2.38462, 0.212497, 232.806, -51.7965, 98, 0.201246, 0.239386, 0.504801, 2.72114, 2.37772, 1.90737, 1.39245, 1.3594, 1e+06, 0, 0.0617816
40.558, 0.124974, 0.630001, 0.17541, 231.219, -60.7089, 87, 0.226102, 0.268164, 0.466184, 1.74901, 1.61114, 1.51212, 1.46206, 1.16593, 1e+06, 0, 0
36.8856, 0.240207, 4.8359, 0.142333, 259.15, -64.3814, 61, 0.245133, 0.26218, 0.604682, 2.7414, 2.33385, 1.71606, 1.32094, 1.18481, 1e+06, 0, 0
33.7902, -0.382701, 6.10649, 0.166389, 203.08, -67.4768, 67, 0.197577, 0.219863, 0.504331, 1.98361, 1.56594, 1.41977, 1.35439, 1.14536, 1e+06, 0, 0.00489173
21.4445, -0.441894, 0.598191, 0.130305, 164.572, -79.8225, 40, 0.189519, 0.205847, 0.536112, 2.6824, 1.44775, 1.35269, 1.07159, 1.02233, 1e+06, 0, 0.0851326
20.9452, -0.285113, 1.45621, 0.121283, 172.697, -80.3217, 49, 0.203479, 0.206851, 0.427454, 1.66872, 1.41578, 1.07945, 0.953702, 0.812551, 1e+06, 0, 0
16.2897, 0.32622, 3.56258, 0.0882062, 184.678, -84.9773, 28, 0.163363, 0.180067, 0.581776, 1.7016, 1.6387, 1.56622, 1.32119, 1.29717, 1e+06, 0, 0
10.5385, -0.0262404, 1.76674, 0.0661546, 159.301, -90.7285, 26, 0.193661, 0.226564, 0.405326, 1.22422, 1.21432, 1.13934, 1.03868, 0.663257, 1e+06, 0, 0
127.798, -0.408302, 1.71502, 0.502174, 254.49, 19.2724, 180, 0.25714, 0.278962, 0.709989, 9.39875, 3.59361, 3.1323, 2.94174, 2.27232, 0.418286, 2.02313, 0.159934
119.723, -0.0731033, 2.36958, 0.488141, 245.263, 11.1971, 213, 0.260659, 0.282969, 0.562078, 6.6533, 3.35356, 2.45242, 2.23604, 2.11369, 2.01654e-10, 1.09776, 0.0936425
108.458, -0.172197, 3.65224, 0.470099, 230.714, -0.0671931, 203, 0.252363, 0.278913, 0.534277, 3.74604, 3.45166, 2.81, 2.61029, 1.89127, 1e+06, 0, 0.0472272
106.676, -0.453382, 0.495597, 0.477115, 223.585, -1.84987, 178, 0.253504, 0.263653, 0.599301, 4.01623, 2.9725, 2.28149, 2.24546, 1.99126, 1e+06, 0, 0.00694765
103.415, -0.199559, 5.32704, 0.498164, 207.592, -5.11082, 203, 0.263799, 0.294591, 0.509432, 8.27779, 2.71175, 1.93609, 1.92527, 1.89205, 1e+06, 0, 0.0416346
97.8974, -0.402882, 3.17104, 0.390914, 250.432, -10.6281, 167, 0.261837, 0.27411, 0.586212, 3.26641, 2.39445, 2.28896, 2.04222, 1.88056, 1e+06, 0, 0.0132195
96.037, 0.081751, 4.53961, 0.505181, 190.104, -12.4885, 201, 0.269823, 0.310347, 0.477796, 2.83428, 2.61112, 2.19992, 1.99962, 1.94747, 1e+06, 0, 0.00435715
81.7801, -0.175904, 1.2053, 0.3849, 212.471, -26.7454, 173, 0.262991, 0.294096, 0.472718, 2.98809, 2.51315, 2.28931, 2.25357, 1.86654, 1e+06, 0, 0.014377
79.9711, 0.165266, 3.22205, 0.342801, 233.287, -28.5544, 154, 0.248865, 0.2839, 0.519293, 3.1709, 2.20923, 2.15006, 1.92841, 1.92054, 0.000546565, 0.780528, 0.0575653
74.8353, 0.425352, 3.77402, 0.381893, 195.959, -33.6902, 138, 0.242293, 0.255196, 0.542285, 2.22875, 1.60066, 1.55766, 1.49966, 1.47125, 1e+06, 0, 0.015132
68.7999, 0.34921, 5.23827, 0.317743, 216.527, -39.7257, 123, 0.212472, 0.242961, 0.559348, 2.61673, 2.54071, 2.00126, 1.91135, 1.90417, 1e+06, 0, 0.000969072
61.3249, 0.389575, 6.06926, 0.20548, 298.447, -47.2007, 96, 0.256398, 0.264173, 0.638801, 3.74934, 2.48714, 2.35587, 1.78461, 1.77195, 1e+06, 0, 0.000493481
60.234, 0.00980845, 0.0946566, 0.248581, 242.312, -48.2915, 114, 0.235807, 0.259293, 0.528369, 1.99331, 1.8883, 1.73669, 1.46675, 1.4279, 1e+06, 0, 0
36.9587, -0.0530323, 0.681828, 0.177415, 208.318, -71.5669, 69, 0.220579, 0.239051, 0.535633, 2.43429, 1.9729, 1.50856, 1.42675, 1.39677, 1e+06, 0, 0.00968966
34.2686, 0.295388, 1.38277, 0.135316, 253.248, -74.2569, 61, 0.194759, 0.218936, 0.56178, 1.61757, 1.48873, 1.46339, 1.43314, 1.37996, 1e+06, 0, 0.0375635
33.1318, 0.11302, 1.93824, 0.132309, 250.412, -75.3938, 54, 0.201273, 0.226161, 0.613551, 2.44488, 2.23995, 2.17733, 2.02327, 1.95128, 0.160983, 0.404824, 0.106675
29.2837, -0.215327, 5.99247, 0.143335, 204.302, -79.2418, 68, 0.162321, 0.198526, 0.430642, 1.83842, 1.42409, 1.387, 1.30883, 1.07124, 1e+06, 0, 0
22.5043, -0.054239, 4.13914, 0.0962249, 233.872, -86.0212, 50, 0.185673, 0.227111, 0.450086, 1.92898, 1.71065, 1.37737, 1.05706, 0.91771, 1e+06, 0, 0
128.779, 0.114114, 0.252056, 0.506183, 254.412, 22.5773, 242, 0.261308, 0.293263, 0.532144, 2.75078, 2.66139, 2.35563, 1.92274, 1.6972, 1e+06, 0, 0.00816799
119.123, -0.0433076, 4.48843, 0.500169, 238.166, 12.9216, 226, 0.279346, 0.309461, 0.527094, 3.14932, 1.98139, 1.77108, 1.74227, 1.72836, 1e+06, 0, 0.0171064
110.637, -0.110108, 3.51878, 0.491148, 225.262, 4.43532, 213, 0.257434, 0.292921, 0.519422, 2.64066, 2.46828, 2.19238, 2.19096, 2.16167, 1e+06, 0, 0.0159479
104.431, 0.371881, 5.16183, 0.493153, 211.762, -1.77078, 181, 0.258401, 0.288504, 0.576966, 3.04906, 2.2244, 2.18287, 1.9671, 1.95378, 1e+06, 0, 0.089276
99.7872, -0.476879, 2.5376, 0.504178, 197.92, -6.41446, 172, 0.248601, 0.256489, 0.580158, 3.08663, 2.16584, 2.03167, 1.86197, 1.71169, 1e+06, 0, 0.00823435
98.8657, 0.188317, 2.83036, 0.41497, 238.248, -7.33598, 195, 0.24111, 0.272234, 0.507003, 2.34884, 1.98331, 1.92884, 1.84181, 1.81123, 1e+06, 0, 0
90.2315, -0.105709, 1.1885, 0.500169, 180.402, -15.9702, 190, 0.257631, 0.29556, 0.474903, 2.83132, 2.75679, 2.38565, 2.1302, 1.85064, 1e+06, 0, 0
67.5733, 0.46297, 0.520795, 0.327766, 206.163, -38.6283, 126, 0.256523, 0.272287, 0.536296, 2.48244, 2.09534, 1.74474, 1.55993, 1.45712, 1e+06, 0, 0
63.9218, -0.483602, 0.748613, 0.287672, 222.203, -42.2799, 103, 0.217903, 0.228945, 0.6206, 3.07568, 2.99259, 1.97823, 1.93256, 1.84931, 1e+06, 0, 0.00288518
60.9716, 0.216206, 2.35406, 0.263616, 231.289, -45.2301, 107, 0.22386, 0.271647, 0.569828, 3.17795, 3.03938, 2.18502, 1.69614, 1.66657, 1e+06, 0, 0
59.6913, -0.0792016, 5.31044, 0.306717, 194.614, -46.5104, 135, 0.241326, 0.289999, 0.442158, 1.83582, 1.74052, 1.48407, 1.39026, 1.38231, 1e+06, 0, 0.048269
59.5572, 0.218171, 3.91637, 0.279654, 212.968, -46.6445, 126, 0.237326, 0.254475, 0.472676, 2.54619, 1.70676, 1.60841, 1.50794, 1.40059, 1e+06, 0, 0.00425098
57.9264, 0.00993149, 5.72285, 0.280656, 206.397, -48.2752, 113, 0.23675, 0.287277, 0.512623, 2.45041, 2.09881, 1.84711, 1.8274, 1.49148, 1e+06, 0, 0.0263869
54.1467, 0.452461, 1.17359, 0.344806, 157.035, -52.0549, 108, 0.255695, 0.245424, 0.501359, 1.56197, 1.35675, 1.34112, 1.27277, 1.2614, 1e+06, 0, 0.00137337
31.1731, -0.188509, 2.10523, 0.150351, 207.335, -75.0285, 60, 0.211558, 0.228527, 0.519552, 1.72619, 1.55598, 1.51106, 1.50628, 1.41354, 1e+06, 0, 0
30.6746, -0.312288, 6.15641, 0.142333, 215.514, -75.527, 59, 0.18, 0.19336, 0.519909, 2.17971, 1.94157, 1.7711, 1.67619, 1.27093, 1e+06, 0, 0.00199859
22.3706, 0.140705, 1.79106, 0.0992319, 225.438, -83.8311, 44, 0.162707, 0.207887, 0.508423, 2.10172, 1.97029, 1.61277, 1.55967, 1.37606, 1e+06, 0, 0
12.6674, 0.124399, 0.845662, 0.0481125, 263.288, -93.5342, 26, 0.128431, 0.154078, 0.487208, 1.42038, 1.22225, 1.147, 1.13145, 0.927961, 1e+06, 0, 0
134.699, 0.108823, 6.09245, 0.471101, 285.924, 37.0109, 252, 0.260575, 0.28647, 0.53452, 2.50972, 2.50827, 2.29259, 2.29014, 2.14369, 0.594665, 0.546041, 0.0388824
119.656, -0.137699, 4.262, 0.494155, 242.142, 21.9677, 214, 0.254044, 0.281017, 0.559139, 2.81292, 2.76059, 2.42378, 2.21202, 1.87952, 1e+06, 0, 0.0247497
118.699, -0.242304, 2.91955, 0.505181, 234.964, 21.0114, 220, 0.272393, 0.288883, 0.539543, 2.84644, 2.36682, 2.33571, 2.03972, 1.79963, 1e+06, 0, 0.000198223
103.323, 0.325829, 4.90446, 0.502174, 205.752, 5.63503, 205, 0.262697, 0.277981, 0.504015, 2.16117, 2.13754, 1.87597, 1.76039, 1.71775, 1e+06, 0, 0.00430139
96.6049, -0.299601, 1.82345, 0.504178, 191.609, -1.08308, 186, 0.257569, 0.291832, 0.519381, 2.6585, 2.30663, 2.28565, 2.25586, 1.80661, 1e+06, 0, 0.0257977
92.1884, 0.137837, 2.52285, 0.346811, 265.818, -5.49964, 171, 0.241789, 0.265692, 0.539113, 2.6138, 2.06091, 2.01013, 1.9241, 1.81481, 1e+06, 0, 0
88.7166, 0.0422623, 0.455308, 0.36786, 241.17, -8.97138, 168, 0.236931, 0.270719, 0.528075, 3.34204, 2.0325, 2.01958, 1.9352, 1.8951, 1e+06, 0, 0.0347521
81.6378, -0.402459, 6.00993, 0.38089, 214.334, -16.0501, 157, 0.24865, 0.264927, 0.519986, 2.38171, 1.93088, 1.56929, 1.53458, 1.42608, 1e+06, 0, 0.0010308
72.9843, 0.0983018, 3.26357, 0.33378, 218.66, -24.7037, 135, 0.247551, 0.287988, 0.540624, 1.86287, 1.85017, 1.8295, 1.75145, 1.61525, 1e+06, 0, 0.0089946
65.1258, -0.228397, 5.04409, 0.343804, 189.428, -32.5621, 128, 0.255242, 0.27556, 0.508796, 2.34144, 1.74019, 1.69901, 1.62762, 1.59234, 1e+06, 0, 0.0128211
51.7511, -0.180657, 1.27119, 0.298698, 173.256, -45.9369, 116, 0.245232, 0.287911, 0.44613, 2.22136, 1.90975, 1.90191, 1.47279, 1.22608, 1e+06, 0, 0.0125125
45.7085, -0.118671, 3.83928, 0.210492, 217.151, -51.9795, 96, 0.244412, 0.278383, 0.47613, 1.62213, 1.48002, 1.37972, 1.33496, 1.31182, 1e+06, 0, 0.00201118
43.6948, 0.152846, 2.02181, 0.200469, 217.963, -53.9932, 84, 0.233503, 0.280534, 0.520176, 1.84409, 1.7027, 1.68089, 1.59922, 1.45371, 1e+06, 0, 0.0421332
34.0805, -0.0981287, 5.53161, 0.184431, 184.787, -63.6074, 81, 0.226596, 0.248085, 0.420747, 2.6582, 1.79144, 1.22025, 1.13966, 1.09685, 0.610425, 0.161825, 0.0274073
11.9395, 0.259414, 1.50129, 0.0781827, 152.713, -85.7485, 27, 0.127646, 0.138247, 0.442205, 1.59015, 1.10486, 0.981101, 0.858308, 0.858104, 1e+06, 0, 0.0408197
116.631, 0.46848, 1.99244, 0.500169, 233.184, 8.35923, 200, 0.231246, 0.265516, 0.583157, 15.1129, 1.91443, 1.66562, 1.61002, 1.55582, 8.67826e-09, 1, 0.0968292
113.641, -0.335259, 2.27369, 0.50919, 223.18, 5.36891, 206, 0.270672, 0.281223, 0.551656, 2.95667, 2.25376, 2.00283, 1.84779, 1.82329, 1e+06, 0, 0.00449204
112.952, 0.409243, 4.28225, 0.50919, 221.827, 4.68009, 201, 0.267302, 0.281788, 0.561952, 2.63186, 2.51515, 2.48865, 2.08351, 2.05457, 1e+06, 0, 0.037063
112.253, -0.141117, 3.17354, 0.466089, 240.84, 3.98087, 205, 0.255496, 0.289868, 0.547576, 2.41347, 2.36575, 2.26284, 2.10882, 1.80258, 1e+06, 0, 0.00478258
106.687, -0.231091, 1.47127, 0.498164, 214.161, -1.58485, 213, 0.273116, 0.296068, 0.50088, 2.21245, 2.17283, 2.10529, 2.08836, 1.99475, 1e+06, 0, 0
102.443, 0.284222, 5.40193, 0.356834, 287.087, -5.82975, 165, 0.252503, 0.282631, 0.620864, 4.15916, 2.5735, 2.46108, 2.39487, 2.32658, 0.000232021, 1, 0.0803342
94.9552, 0.0304152, 5.92418, 0.396928, 239.226, -13.317, 177, 0.254246, 0.292826, 0.53647, 2.54703, 2.38403, 1.89694, 1.84511, 1.79826, 1e+06, 0, 0.010117
91.7981, -0.16295, 4.59641, 0.458071, 200.402, -16.4742, 183, 0.257579, 0.28726, 0.501629, 2.61482, 1.78386, 1.77236, 1.72559, 1.68835, 1e+06, 0, 0.014573
71.7145, 0.137414, 2.61924, 0.329771, 217.468, -36.5577, 144, 0.243861, 0.264597, 0.498018, 2.13961, 1.98394, 1.66377, 1.61073, 1.60333, 1e+06, 0, 0.00648574
68.5567, -0.386288, 0.747729, 0.398932, 171.851, -39.7155, 144, 0.240794, 0.256195, 0.476089, 1.94709, 1.70643, 1.48681, 1.42474, 1.34273, 1e+06, 0, 0.0057253
62.0278, -0.18312, 0.126828, 0.244572, 253.618, -46.2445, 119, 0.225725, 0.267768, 0.521242, 2.65723, 2.08845, 1.57088, 1.51183, 1.36639, 1e+06, 0, 0.00100379
55.3507, 0.493365, 4.93329, 0.311729, 177.561, -52.9215, 87, 0.243315, 0.243027, 0.636215, 2.84429, 2.39388, 1.81007, 1.74604, 1.68426, 1e+06, 0, 0.0354186
53.4308, 0.140161, 3.66185, 0.232544, 229.767, -54.8414, 104, 0.210404, 0.24691, 0.513758, 3.35192, 2.72241, 2.12955, 2.09859, 2.01541, 1e+06, 0, 0
52.9049, -0.190056, 5.1077, 0.260609, 203.005, -55.3673, 101, 0.213398, 0.257269, 0.523811, 2.60982, 2.15251, 1.96954, 1.86122, 1.52956, 1e+06, 0, 0.00776903
47.2791, 0.177673, 1.37357, 0.219513, 215.382, -60.9931, 76, 0.242031, 0.263521, 0.622094, 2.69974, 2.34917, 2.05315, 1.92042, 1.80088, 1e+06, 0, 0.00540503
40.4252, 0.302769, 0.0205254, 0.180422, 224.059, -67.8471, 78, 0.256898, 0.262804, 0.518271, 1.85305, 1.76879, 1.70381, 1.68031, 1.64194, 1e+06, 0, 0.0135014
26.0408, 0.142817, 0.865934, 0.134314, 193.88, -82.2314, 58, 0.21924, 0.235374, 0.448979, 1.45174, 1.41269, 1.34016, 1.30461, 1.29775, 1e+06, 0, 0.00824507
12.6753, -0.155656, 4.08775, 0.0882062, 143.701, -95.5969, 33, 0.136259, 0.172624, 0.384101, 1.20225, 0.96438, 0.88426, 0.685452, 0.642928, 1e+06, 0, 0
10.7578, -0.0357055, 1.88766, 0.0581359, 185.046, -97.5144, 18, 0.108901, 0.159111, 0.597658, 2.6744, 1.12678, 0.982424, 0.919077, 0.756114, 1e+06, 0, 0
10.4013, -0.4972, 5.52775, 0.0972272, 106.979, -97.871, 24, 0.125933, 0.173901, 0.433386, 2.47726, 0.780323, 0.760836, 0.690957, 0.660887, 1e+06, 0, 0.115889
124.763, 0.143415, 5.11335, 0.502174, 248.446, 21.2657, 233, 0.260118, 0.301096, 0.535463, 3.44938, 2.74058, 2.40475, 2.27191, 2.13644, 1.26942e-10, 1, 0.0652278
122.981, 0.261739, 2.50942, 0.487139, 252.456, 19.4836, 221, 0.267052, 0.285296, 0.556474, 2.63468, 2.61179, 2.3858, 2.36416, 2.36229, 1e+06, 0, 0.0612431
118.034, 0.0932683, 6.28176, 0.503176, 234.578, 14.537, 224, 0.243284, 0.296269, 0.526938, 3.14468, 3.09042, 2.46771, 2.38233, 2.09017, 1e+06, 0, 0.00622441
116.503, -0.0880631, 3.3793, 0.480122, 242.652, 13.0055, 232, 0.258449, 0.281743, 0.502167, 2.33117, 2.27652, 2.18897, 1.86257, 1.67095, 1e+06, 0, 0.0104755
97.5372, -0.244849, 1.60687, 0.482127, 202.306, -5.96004, 183, 0.275194, 0.3021, 0.53299, 2.12863, 1.99091, 1.83282, 1.80556, 1.8021, 1e+06, 0, 0
95.5633, -0.416187, 0.843225, 0.507185, 188.419, -7.93393, 168, 0.243847, 0.26014, 0.568829, 2.41716, 2.1532, 2.0443, 1.93735, 1.74132, 1e+06, 0, 0
87.5625, -0.267169, 2.89116, 0.337789, 259.222, -15.9347, 149, 0.262122, 0.272027, 0.587668, 2.34728, 2.33394, 1.97254, 1.8853, 1.84907, 0.364914, 0.108547, 0.0073521
86.9134, -0.0566935, 5.6699, 0.364853, 238.215, -16.5839, 152, 0.224799, 0.274866, 0.571798, 2.77614, 2.61179, 2.13399, 1.91513, 1.60703, 0.136073, 1, 0.0739251
82.9614, -0.442658, 4.78394, 0.46208, 179.539, -20.5358, 156, 0.266802, 0.283479, 0.531804, 2.70935, 2.45409, 2.4521, 2.35064, 2.13183, 1e+06, 0, 0.00693579
69.2815, 0.404499, 1.4577, 0.339794, 203.893, -34.2157, 124, 0.236933, 0.243377, 0.558722, 2.5262, 2.45998, 2.29475, 1.80184, 1.69757, 1e+06, 0, 0.00197326
67.2908, -0.494904, 0.269394, 0.365855, 183.928, -36.2064, 124, 0.243888, 0.253037, 0.542668, 2.06576, 1.87905, 1.65664, 1.65142, 1.64819, 1e+06, 0, 0.0030113
54.9527, 0.109352, 3.75329, 0.279654, 196.503, -48.5446, 119, 0.231635, 0.292288, 0.461787, 2.52286, 2.37226, 1.80366, 1.67217, 1.61036, 1e+06, 0, 0
48.24, 0.473785, 4.63604, 0.268628, 179.579, -55.2573, 84, 0.257443, 0.26087, 0.574285, 2.4591, 2.39146, 1.94288, 1.624, 1.46876, 1e+06, 0, 0.022903
45.5956, 0.0157942, 1.1041, 0.183429, 248.574, -57.9017, 87, 0.18932, 0.233019, 0.524087, 2.61553, 2.16506, 1.99022, 1.92735, 1.83396, 1e+06, 0, 0
44.4281, 0.0906771, 0.455016, 0.208487, 213.097, -59.0691, 95, 0.232498, 0.291922, 0.467664, 2.30113, 2.05372, 1.51336, 1.45582, 1.43003, 1e+06, 0, 0
40.9341, -0.401583, 5.3385, 0.227532, 179.905, -62.5631, 77, 0.263505, 0.260075, 0.531612, 2.76685, 2.17691, 1.67443, 1.61543, 1.50735, 1e+06, 0, 0.0190994
38.1035, 0.422432, 5.7223, 0.181424, 210.025, -65.3937, 67, 0.205299, 0.246204, 0.568709, 2.70831, 2.6531, 1.58956, 1.38619, 1.35178, 1e+06, 0, 0.0281551
30.2804, 0.25423, 4.25584, 0.143335, 211.256, -73.2169, 54, 0.227524, 0.222128, 0.560748, 1.79891, 1.67329, 1.38886, 1.3543, 1.32275, 1e+06, 0, 0
28.3255, -0.256176, 2.0592, 0.14534, 194.892, -75.1717, 65, 0.219693, 0.241975, 0.435777, 1.40468, 1.28285, 1.24594, 1.16971, 1.14547, 1e+06, 0, 0
17.6634, 0.272249, 2.96193, 0.0681593, 259.149, -85.8338, 29, 0.124906, 0.170152, 0.609082, 2.79149, 2.11516, 1.95592, 1.85163, 0.92821, 1e+06, 0, 0.0729364
17.3816, 0.337528, 2.00946, 0.0922155, 188.489, -86.1156, 37, 0.12863, 0.145591, 0.469773, 1.63978, 1.23076, 1.01108, 0.717456, 0.709204, 1e+06, 0, 0
152.306, 0.0102192, 5.0635, 0.501171, 303.9, 55.5043, 217, 0.250316, 0.300243, 0.701872, 13.5082, 10.0399, 4.1891, 4.1891, 2.67165, 1e+06, 0, 0.159335
128.29, 0.12817, 2.87874, 0.502174, 255.469, 31.4881, 235, 0.250301, 0.280981, 0.545915, 3.12893, 3.08437, 2.40517, 2.21636, 2.05238, 1e+06, 0, 0.0338823
116.104, 0.409754, 6.10744, 0.49616, 234.006, 19.3025, 205, 0.262559, 0.274097, 0.566363, 2.76631, 2.27956, 1.98782, 1.86291, 1.85434, 1e+06, 0, 0.0157156
108.191, 0.217209, 3.97175, 0.500169, 216.309, 11.3892, 188, 0.269206, 0.2908, 0.575485, 2.96695, 2.57358, 2.08748, 2.07758, 2.06971, 1e+06, 0, 0.00283389
104.145, 0.122277, 1.70831, 0.474108, 219.665, 7.34325, 195, 0.266992, 0.292005, 0.534078, 2.53919, 2.35118, 2.34165, 2.33392, 1.92278, 1e+06, 0, 0.00800401
99.8218, -0.440579, 1.30066, 0.476113, 209.66, 3.01995, 177, 0.259239, 0.27286, 0.563965, 3.70995, 2.28237, 2.10545, 1.87098, 1.7816, 1e+06, 0, 0.0041594
88.5652, 0.0637884, 0.209073, 0.386904, 228.907, -8.23665, 172, 0.271219, 0.300704, 0.514914, 3.68418, 2.25228, 1.70735, 1.6238, 1.53613, 1e+06, 0, 0.00439174
82.168, 0.475427, 3.34074, 0.381893, 215.16, -14.6338, 149, 0.248321, 0.258351, 0.551463, 2.5625, 2.08643, 2.06166, 2.0271, 1.85333, 1e+06, 0, 0.00115627
79.6518, -0.347674, 2.99605, 0.346811, 229.669, -17.1501, 138, 0.236911, 0.260472, 0.577187, 2.68132, 2.56216, 2.45055, 2.24776, 2.05523, 1e+06, 0, 0.00490933
78.2773, -0.0977697, 2.40276, 0.386904, 202.317, -18.5246, 158, 0.240216, 0.279061, 0.495426, 2.86348, 2.4908, 2.09914, 1.67151, 1.6421, 1e+06, 0, 0.0136947
62.2273, -0.329254, 6.01242, 0.31674, 196.461, -34.5746, 130, 0.246312, 0.261419, 0.478671, 2.71648, 2.20225, 1.8807, 1.36449, 1.35165, 1e+06, 0, 0
59.7756, -0.0783279, 5.56157, 0.356834, 167.516, -37.0263, 140, 0.260348, 0.303818, 0.426968, 1.9356, 1.83176, 1.60989, 1.59343, 1.40293, 1e+06, 0, 0
52.3919, 0.408091, 2.54733, 0.234548, 223.374, -44.41, 89, 0.24932, 0.270605, 0.588673, 2.25655, 1.87739, 1.80346, 1.75603, 1.54166, 0.336257, 0.438341, 0.0544398
52.1451, 0.234335, 4.64643, 0.232544, 224.238, -44.6568, 107, 0.218855, 0.26762, 0.487337, 2.48649, 2.02742, 2.02202, 1.63092, 1.58561, 1e+06, 0, 0.0567894
27.4992, -0.0273164, 3.61588, 0.138323, 198.804, -69.3027, 57, 0.183152, 0.206911, 0.482442, 2.40584, 1.77587, 1.38106, 1.24015, 1.12008, 1e+06, 0, 0
26.9573, -0.459458, 5.2775, 0.228534, 117.957, -69.8446, 59, 0.214649, 0.231568, 0.456903, 1.97759, 1.64859, 1.14478, 1.05352, 1.02436, 1e+06, 0, 0.0132346
22.8996, 0.128475, 1.21381, 0.112262, 203.983, -73.9022, 50, 0.212241, 0.2267, 0.457993, 1.57863, 1.18826, 1.01883, 0.987525, 0.886265, 1e+06, 0, 0
17.2018, 0.145724, 0.661575, 0.0982296, 175.118, -79.6001, 43, 0.204631, 0.258146, 0.400041, 1.09296, 1.0352, 1.01381, 0.962911, 0.908218, 1e+06, 0, 0.00245113
141.882, 0.275824, 3.60605, 0.506183, 280.297, 38.1987, 237, 0.263433, 0.285285, 0.598657, 4.52461, 2.82118, 2.7058, 2.35813, 2.24905, 4.08145e-11, 1, 0.0669875
139.638, 0.0335922, 5.64255, 0.501171, 278.623, 35.9547, 227, 0.220188, 0.31029, 0.615144, 13.6817, 8.45969, 5.8282, 5.1524, 3.26592, 1e+06, 0, 0.160299
124.647, -0.162031, 1.60626, 0.499167, 249.71, 20.9641, 229, 0.267104, 0.303438, 0.544311, 5.20922, 2.4184, 2.24132, 1.85078, 1.75186, 1e+06, 0, 0.00935069
119.774, 0.333796, 3.02172, 0.421986, 283.833, 16.0906, 203, 0.253159, 0.26577, 0.590018, 2.64365, 2.36797, 2.15028, 2.11797, 2.11752, 1e+06, 0, 0.0190383
113.561, 0.367486, 1.02889, 0.472103, 240.542, 9.87755, 186, 0.274538, 0.282468, 0.610541, 2.79089, 2.45264, 1.94943, 1.79238, 1.78224, 1e+06, 0, 0.0201785
111.001, -0.151973, 0.575403, 0.505181, 219.726, 7.31823, 207, 0.270077, 0.303118, 0.536238, 2.89198, 2.71691, 2.40596, 2.2379, 2.0079, 1e+06, 0, 0.0259551
88.0973, -0.423433, 4.38719, 0.44504, 197.954, -15.5858, 163, 0.258107, 0.269791, 0.540474, 3.59578, 2.38615, 2.32073, 2.05876, 2.04101, 1e+06, 0, 0.0401022
86.9453, -0.269917, 3.36157, 0.408956, 212.603, -16.7378, 170, 0.270246, 0.291653, 0.511443, 2.49257, 2.38652, 1.97146, 1.89636, 1.8949, 1e+06, 0, 0.0280152
79.4494, 0.0587795, 2.41242, 0.390914, 203.24, -24.2337, 162, 0.252821, 0.274233, 0.490428, 2.55325, 2.14034, 2.09614, 1.87046, 1.815, 1e+06, 0, 0.0167255
75.3234, 0.352134, 1.87691, 0.419982, 179.349, -28.3597, 150, 0.244389, 0.274294, 0.502156, 3.39001, 2.58037, 2.43257, 2.05508, 1.86587, 1e+06, 0, 0
69.1492, -0.198798, 5.18493, 0.35082, 197.107, -34.5339, 128, 0.258674, 0.301948, 0.540228, 2.69239, 2.06884, 1.95149, 1.95149, 1.93227, 1e+06, 0, 0.0455879
67.0385, -0.416439, 1.15511, 0.332778, 201.451, -36.6446, 116, 0.260654, 0.252179, 0.577918, 2.72518, 2.41483, 2.18864, 1.75996, 1.6715, 1e+06, 0, 0.065039
63.9546, -0.491269, 2.20524, 0.357836, 178.726, -39.7284, 107, 0.2474, 0.251901, 0.597707, 2.1978, 2.05343, 1.96457, 1.95976, 1.81266, 1e+06, 0, 0
57.8936, -0.315228, 6.03777, 0.260609, 222.147, -45.7895, 108, 0.249074, 0.26687, 0.536052, 3.15501, 2.77534, 1.95231, 1.92217, 1.82773, 1e+06, 0, 0.0227123
54.9119, 0.117193, 4.43738, 0.301705, 182.005, -48.7712, 119, 0.242438, 0.262062, 0.461445, 1.73377, 1.65639, 1.61914, 1.50434, 1.32634, 1e+06, 0, 0
38.0085, 0.0526248, 0.022945, 0.161377, 235.526, -65.6746, 67, 0.183732, 0.216925, 0.567291, 2.63076, 2.11516, 1.63335, 1.62423, 1.53834, 1e+06, 0, 0.0131847
20.0604, -0.258965, 2.69948, 0.103241, 194.306, -83.6227, 38, 0.159423, 0.184939, 0.527905, 2.65173, 1.69527, 1.52278, 0.948624, 0.925272, 1e+06, 0, 0
17.7666, 0.103629, 3.98901, 0.0942202, 188.564, -85.9165, 39, 0.172964, 0.190367, 0.455553, 3.05369, 2.22861, 1.94816, 1.19794, 0.886111, 1e+06, 0, 0.0794448
14.9356, 0.392667, 0.330771, 0.107251, 139.258, -88.7475, 41, 0.178511, 0.212452, 0.364282, 1.73658, 1.25113, 1.19535, 0.917376, 0.792843, 1e+06, 0, 0.00902715
