p_T, Eta, Phi, Area, Rho, p_T-corr, N-Trk, Angularity, Angularity-NW, Mean-p_T, p_T_1, p_T_2, p_T_3, p_T_4, p_T_5, distmatch, XMatch, X_tru
90.405, -0.348349, 1.89474, 0.370867, 243.767, -16.9104, 142, 0.265872, 0.291761, 0.636655, 2.30957, 2.17848, 2.17365, 2.16417, 1.92652, 0.730959, 0.232454, 0.0188843
87.0269, -0.367163, 4.6078, 0.44905, 193.803, -20.2885, 166, 0.258491, 0.27397, 0.524259, 2.29294, 2.11144, 2.10606, 2.07446, 1.89964, 1e+06, 0, 0.00279441
79.1467, 0.280906, 1.30827, 0.425996, 185.792, -28.1688, 155, 0.250391, 0.268661, 0.510624, 2.84888, 2.44073, 2.34724, 1.96149, 1.84826, 1e+06, 0, 0.00177436
60.9611, -0.479409, 5.72288, 0.33378, 182.638, -46.3544, 98, 0.276558, 0.282268, 0.622052, 3.76763, 1.69912, 1.67338, 1.49322, 1.45014, 1e+06, 0, 0.0104259
49.8371, 0.236128, 5.19459, 0.265621, 187.625, -57.4784, 105, 0.247473, 0.277529, 0.474639, 2.31819, 2.24695, 1.74971, 1.46327, 1.38782, 1e+06, 0, 0.0139359
44.4463, -0.301808, 4.1621, 0.216506, 205.289, -62.8691, 78, 0.217235, 0.249788, 0.569825, 2.77616, 1.95899, 1.48583, 1.31152, 1.30355, 1e+06, 0, 0.0355918
38.1572, 0.284388, 3.98669, 0.191447, 199.309, -69.1582, 75, 0.212355, 0.261706, 0.508763, 2.73552, 2.39643, 1.88522, 1.40382, 1.35137, 1e+06, 0, 0.040098
37.9136, 0.00647448, 0.119888, 0.152356, 248.849, -69.4018, 78, 0.201017, 0.252881, 0.486072, 2.98001, 2.09699, 1.47016, 1.33535, 1.24074, 1e+06, 0, 0.0111707
36.1939, -0.345809, 1.00464, 0.219513, 164.883, -71.1215, 74, 0.252642, 0.272887, 0.489107, 1.91707, 1.52827, 1.40841, 1.32656, 1.23435, 1e+06, 0, 0
27.5208, -0.471032, 1.4756, 0.164384, 167.418, -79.7947, 51, 0.215199, 0.23977, 0.539624, 1.92038, 1.58362, 1.43974, 1.14146, 1.1265, 1e+06, 0, 0
24.6971, -0.0743621, 2.4477, 0.0811898, 304.189, -82.6184, 42, 0.158011, 0.21012, 0.588025, 2.58236, 2.1681, 1.58396, 1.50539, 1.33829, 0.114155, 0.187458, 0.0514881
20.934, -0.225325, 3.05346, 0.100234, 208.851, -86.3815, 44, 0.181371, 0.210377, 0.475772, 1.34673, 1.3335, 0.932737, 0.909091, 0.864723, 1e+06, 0, 0.004959
12.0796, -0.18717, 5.32929, 0.0511195, 236.302, -95.2359, 22, 0.167793, 0.211586, 0.549073, 2.20812, 1.5267, 1.40588, 1.20317, 1.02191, 1e+06, 0, 0
136.237, -0.345896, 2.50841, 0.511195, 266.506, 25.2129, 223, 0.248181, 0.282733, 0.610927, 7.59779, 3.11953, 2.97189, 2.46066, 1.9712, 2.28755e-09, 1, 0.0474973
133.588, -0.150442, 0.852178, 0.504178, 264.963, 22.5647, 226, 0.258043, 0.301242, 0.591099, 6.29089, 3.65983, 2.95377, 2.66767, 2.18808, 1.37267e-10, 1, 0.107961
127.366, -0.0311251, 3.53033, 0.508188, 250.628, 16.3426, 239, 0.274221, 0.299558, 0.532914, 3.2478, 2.56353, 2.46796, 2.29609, 2.01946, 1e+06, 0, 0
109.81, 0.186324, 4.75824, 0.503176, 218.234, -1.21346, 200, 0.275337, 0.292966, 0.549051, 2.87197, 2.68344, 2.56988, 2.14699, 2.14594, 1e+06, 0, 0.0148126
106.27, 0.294152, 5.50963, 0.495157, 214.62, -4.75324, 202, 0.256908, 0.285008, 0.526092, 4.23691, 2.07914, 2.05019, 2.03371, 1.81497, 1e+06, 0, 0.0070581
98.0589, -0.366915, 4.04328, 0.438024, 223.867, -12.9649, 171, 0.26394, 0.275026, 0.573444, 2.96893, 2.25086, 2.18346, 1.91781, 1.91694, 1e+06, 0, 0.000297985
97.2047, -0.0487767, 0.404433, 0.345808, 281.094, -13.819, 160, 0.278025, 0.302893, 0.607529, 3.14391, 2.97723, 2.81836, 2.74644, 2.01478, 1e+06, 0, 0.0104007
87.6931, 0.365815, 4.06634, 0.433012, 202.519, -23.3306, 154, 0.255819, 0.268483, 0.569436, 2.72857, 2.70586, 2.37918, 2.2351, 2.08036, 1e+06, 0, 0.00327818
78.1971, -0.206339, 1.57289, 0.387907, 201.588, -32.8266, 152, 0.251835, 0.276908, 0.514455, 2.15753, 2.15728, 2.08113, 1.96177, 1.94095, 1e+06, 0, 0.00283912
71.8757, 0.468203, 0.822241, 0.355832, 201.994, -39.148, 114, 0.247702, 0.245075, 0.630489, 5.17353, 2.5241, 2.39277, 1.78508, 1.63029, 1e+06, 0, 0.0828503
65.0372, -0.237054, 3.08982, 0.264618, 245.777, -45.9865, 112, 0.242102, 0.265922, 0.580689, 2.27935, 1.82877, 1.80689, 1.67706, 1.53298, 1e+06, 0, 0.0256096
52.6192, 0.343359, 1.27745, 0.266623, 197.354, -58.4045, 91, 0.23452, 0.25288, 0.578233, 3.13506, 2.1619, 2.14724, 1.99858, 1.72411, 1e+06, 0, 0.00583953
52.1233, 0.0885413, 6.11932, 0.264618, 196.975, -58.9004, 115, 0.215774, 0.250144, 0.453246, 1.68168, 1.4958, 1.46993, 1.43228, 1.38896, 1e+06, 0, 0.00237912
45.2751, -0.219973, 5.48801, 0.27364, 165.455, -65.7486, 95, 0.229305, 0.265099, 0.47658, 1.88795, 1.61626, 1.5144, 1.31047, 1.1643, 1e+06, 0, 0.015594
31.0821, 0.163025, 2.51807, 0.15837, 196.262, -79.9417, 59, 0.198861, 0.216244, 0.526815, 1.78308, 1.38657, 1.24958, 1.243, 1.20247, 1e+06, 0, 0.015373
26.4523, -0.128767, 4.43235, 0.108253, 244.356, -84.5714, 48, 0.19081, 0.255191, 0.55109, 2.47333, 1.92885, 1.68669, 1.6614, 1.64353, 1e+06, 0, 0.048725
24.3942, -0.337749, 4.87965, 0.15837, 154.033, -86.6295, 57, 0.223445, 0.243134, 0.427969, 1.50171, 1.46903, 1.0912, 0.981737, 0.943515, 1e+06, 0, 0.0029102
17.6188, 0.159266, 1.99579, 0.133312, 132.163, -93.4049, 44, 0.167877, 0.200514, 0.400428, 1.73619, 1.45667, 1.4295, 1.10698, 0.971946, 1e+06, 0, 0.00729579
121.465, -0.254221, 2.99898, 0.494155, 245.804, 19.2925, 233, 0.270956, 0.29113, 0.52131, 2.19167, 2.07104, 1.91335, 1.74542, 1.58924, 1e+06, 0, 0.0110413
119.006, 0.343762, 2.13438, 0.504178, 236.04, 16.8337, 210, 0.266109, 0.285954, 0.566696, 3.38716, 2.82885, 2.49373, 2.18646, 2.13286, 1e+06, 0, 0.00232775
116.191, 0.338613, 5.71895, 0.501171, 231.84, 14.0188, 193, 0.246949, 0.261825, 0.602028, 2.22589, 2.17598, 2.03094, 1.79803, 1.78702, 1e+06, 0, 0.00712973
105.335, -0.0410166, 6.17955, 0.430005, 244.963, 3.16253, 196, 0.255097, 0.294167, 0.537424, 3.3669, 2.91307, 2.30813, 2.12283, 2.12113, 1e+06, 0, 0.0074264
104.935, -0.0754656, 4.73799, 0.506183, 207.307, 2.76283, 186, 0.270602, 0.326227, 0.564169, 11.8389, 2.35555, 2.26666, 2.25306, 1.8363, 1.68884e-09, 1, 0.0754228
98.6127, -0.153479, 5.33032, 0.370867, 265.898, -3.55989, 170, 0.256614, 0.288803, 0.580075, 6.74053, 2.97593, 2.53639, 2.18029, 2.09212, 0.336462, 0.896305, 0.122797
95.9464, 0.0542318, 1.32832, 0.501171, 191.444, -6.22621, 202, 0.268056, 0.312083, 0.474982, 3.45382, 2.15214, 2.08618, 1.73822, 1.6716, 1e+06, 0, 0.0119553
93.9175, -0.0289778, 0.571426, 0.467092, 201.069, -8.25503, 195, 0.258502, 0.293715, 0.481628, 2.37977, 1.92903, 1.89195, 1.83987, 1.79536, 1e+06, 0, 0
61.4951, 0.0496074, 3.98408, 0.332778, 184.793, -40.6775, 132, 0.234474, 0.273845, 0.465872, 2.37633, 2.07068, 1.86128, 1.63224, 1.60111, 1e+06, 0, 0.00247515
60.7985, -0.0897385, 2.50847, 0.292684, 207.728, -41.374, 124, 0.213841, 0.25174, 0.490311, 3.53362, 2.00735, 1.69097, 1.65212, 1.5756, 1e+06, 0, 0.0130572
53.9881, -0.391218, 1.17435, 0.322754, 167.273, -48.1845, 101, 0.244235, 0.282299, 0.534536, 2.89771, 2.04733, 1.98589, 1.76095, 1.52564, 1e+06, 0, 0.00560996
52.7549, 0.432938, 0.119644, 0.240562, 219.299, -49.4176, 96, 0.220339, 0.241678, 0.549531, 1.74715, 1.72967, 1.72882, 1.63608, 1.50981, 1e+06, 0, 0.000960691
43.9074, -0.000889594, 1.8766, 0.201471, 217.934, -58.2651, 87, 0.2415, 0.268537, 0.504683, 1.89397, 1.75328, 1.69752, 1.40375, 1.36568, 1e+06, 0, 0
35.2399, 0.166627, 2.84541, 0.17541, 200.9, -66.9327, 67, 0.230445, 0.241139, 0.525969, 4.13404, 2.29269, 1.87964, 1.36104, 1.24252, 1e+06, 0, 0.0665571
33.4539, -0.41258, 4.27363, 0.150351, 222.505, -68.7186, 51, 0.18404, 0.198993, 0.65596, 2.85932, 2.29328, 1.72606, 1.31745, 1.31685, 1e+06, 0, 0.0450554
26.8804, 0.336315, 5.09503, 0.14534, 184.948, -75.2922, 48, 0.19384, 0.211397, 0.560007, 2.28906, 1.59984, 1.25685, 1.24495, 1.18567, 1e+06, 0, 0.00880546
24.4805, -0.451748, 1.61978, 0.126295, 193.836, -77.6921, 33, 0.17269, 0.176387, 0.741834, 3.09187, 2.15523, 1.84435, 1.49193, 1.28267, 1e+06, 0, 0
23.766, 0.231698, 3.29277, 0.0882062, 269.437, -78.4066, 41, 0.207579, 0.221088, 0.579659, 1.77076, 1.66341, 1.44164, 1.43175, 1.39993, 1e+06, 0, 0.0325204
145.799, -0.0775527, 0.480689, 0.502174, 290.337, 40.3677, 257, 0.263442, 0.291895, 0.567313, 3.00391, 2.31221, 2.23581, 2.04445, 2.03883, 1e+06, 0, 0.00594718
126.36, 0.0708431, 3.63527, 0.503176, 251.124, 20.9281, 198, 0.230897, 0.282227, 0.638181, 7.04305, 3.77394, 3.50859, 3.50859, 2.42102, 1.8347e-05, 1, 0.108727
113.438, -0.226082, 1.4083, 0.499167, 227.255, 8.00662, 202, 0.27794, 0.292998, 0.561576, 3.93807, 2.48264, 2.42777, 2.41472, 1.96556, 0.52769, 0.243465, 0.0146983
112.488, -0.116434, 5.54382, 0.499167, 225.352, 7.05664, 198, 0.26853, 0.291957, 0.568123, 2.67762, 2.6407, 2.20205, 2.1633, 2.1389, 1e+06, 0, 0.0311695
111.531, -0.240229, 4.28092, 0.485134, 229.896, 6.09886, 201, 0.247586, 0.273174, 0.554878, 3.20826, 2.84886, 2.743, 2.24342, 1.80675, 1e+06, 0, 0.00333091
84.7109, 0.3992, 2.66165, 0.365855, 231.542, -20.7208, 162, 0.24942, 0.263946, 0.522907, 2.63083, 2.09631, 1.95377, 1.83943, 1.77487, 1e+06, 0, 0.0164851
83.6756, 0.174424, 5.91207, 0.352825, 237.159, -21.756, 156, 0.259873, 0.290533, 0.536382, 3.45498, 2.30462, 2.18187, 1.68271, 1.67056, 1e+06, 0, 0.00613467
79.6381, 0.0590503, 1.85232, 0.391916, 203.202, -25.7936, 155, 0.269817, 0.299158, 0.513794, 3.04118, 2.51488, 1.56571, 1.51946, 1.46045, 2.13652e-11, 0.86558, 0.0681017
69.8332, -0.0714684, 2.93641, 0.312731, 223.301, -35.5985, 136, 0.237283, 0.252707, 0.51348, 2.52853, 2.33376, 2.32113, 2.06496, 2.044, 1e+06, 0, 0.00211818
66.1129, 0.0771122, 5.15094, 0.338792, 195.143, -39.3188, 142, 0.260142, 0.286075, 0.465584, 2.82966, 1.96925, 1.92547, 1.61753, 1.44124, 1e+06, 0, 0.0105791
46.0046, -0.0572333, 2.28542, 0.232544, 197.832, -59.4271, 85, 0.243099, 0.256138, 0.54123, 3.07033, 2.05418, 1.48869, 1.3964, 1.37701, 1e+06, 0, 0
35.8794, 0.0383966, 4.71826, 0.153358, 233.958, -69.5523, 67, 0.237435, 0.267781, 0.535513, 1.66992, 1.56032, 1.43852, 1.30461, 1.26324, 1e+06, 0, 0.0107816
30.0059, -0.172953, 0.000754473, 0.113265, 264.918, -75.4258, 51, 0.1683, 0.197695, 0.588351, 2.18167, 1.73802, 1.5476, 1.50689, 1.48188, 1e+06, 0, 0
26.5079, 0.346066, 1.3645, 0.15837, 167.379, -78.9238, 53, 0.215122, 0.243257, 0.500149, 2.10477, 1.22702, 1.18619, 1.11493, 1.10016, 1e+06, 0, 0.000187896
20.2634, -0.457271, 3.65003, 0.103241, 196.272, -85.1683, 37, 0.179192, 0.21129, 0.547658, 2.05154, 1.79177, 1.0722, 1.03899, 0.946308, 1e+06, 0, 0.00673384
15.0424, 0.0371274, 1.06845, 0.0851991, 176.556, -90.3893, 37, 0.193474, 0.225103, 0.406552, 1.53782, 1.31396, 0.731853, 0.713634, 0.694055, 1e+06, 0, 0
13.1762, 0.338971, 3.14855, 0.076178, 172.966, -92.2555, 28, 0.151568, 0.173547, 0.470579, 1.04486, 1.03681, 0.996051, 0.862494, 0.664063, 1e+06, 0, 0
12.8581, 0.457471, 5.3374, 0.0791851, 162.381, -92.5736, 28, 0.180893, 0.228421, 0.459218, 1.27659, 1.15497, 0.905829, 0.814857, 0.805214, 1e+06, 0, 0.0455926
128.639, 0.46391, 6.08869, 0.500169, 257.191, 24.6525, 206, 0.271946, 0.281797, 0.624462, 3.69605, 2.929, 2.32513, 2.30484, 2.18648, 1e+06, 0, 0.00196468
121.658, -0.466896, 6.24305, 0.501171, 242.748, 17.6718, 191, 0.258148, 0.266397, 0.636955, 2.36611, 2.25255, 2.01606, 2.00747, 1.86189, 1e+06, 0, 0
105.863, -0.486621, 3.50264, 0.486136, 217.763, 1.87598, 186, 0.259292, 0.266403, 0.569154, 4.55699, 3.3085, 2.72135, 2.12543, 1.8461, 1e+06, 0, 0.00273367
103.971, 0.267523, 3.9424, 0.497162, 209.128, -0.0160199, 201, 0.264938, 0.284551, 0.517267, 2.68248, 2.53966, 2.12338, 1.91341, 1.81801, 1e+06, 0, 0.00167884
95.2207, 0.180888, 5.42414, 0.483129, 197.092, -8.76586, 193, 0.26993, 0.298636, 0.493372, 2.20314, 1.9063, 1.8947, 1.75814, 1.72585, 1e+06, 0, 0.0117127
94.9526, -0.308005, 2.83136, 0.504178, 188.331, -9.034, 190, 0.318123, 0.304665, 0.49975, 12.6794, 2.30516, 2.00907, 1.67088, 1.34131, 1e+06, 0, 0.0700588
92.9166, 0.108751, 4.8586, 0.416975, 222.835, -11.07, 168, 0.262099, 0.284097, 0.553075, 2.72126, 2.29684, 2.22635, 2.13393, 2.09976, 1e+06, 0, 0.00421926
91.326, 0.480048, 2.92386, 0.431007, 211.89, -12.6606, 163, 0.25049, 0.254055, 0.560282, 2.67021, 2.49586, 2.27766, 1.85851, 1.70606, 1e+06, 0, 0
86.9143, 0.329874, 3.50309, 0.334782, 259.614, -17.0723, 147, 0.25784, 0.283939, 0.591254, 2.50722, 2.42276, 2.30024, 2.15274, 2.12039, 1e+06, 0, 0.0134247
83.9753, -0.400826, 2.35777, 0.359841, 233.368, -20.0113, 137, 0.245547, 0.268593, 0.612958, 3.39927, 2.85414, 2.32624, 2.15816, 2.12772, 1e+06, 0, 0.0236772
81.4288, -0.00634363, 0.274325, 0.344806, 236.158, -22.5578, 157, 0.23893, 0.269711, 0.518655, 3.17489, 2.96454, 2.22102, 2.13618, 2.0374, 1e+06, 0, 0.000294414
77.6883, -0.0581741, 0.983073, 0.497162, 156.263, -26.2983, 192, 0.274342, 0.327307, 0.404626, 2.41804, 2.38083, 1.96701, 1.79354, 1.78961, 1e+06, 0, 0
76.7913, 0.104973, 1.77762, 0.346811, 221.422, -27.1953, 163, 0.254261, 0.288247, 0.471112, 1.933, 1.88309, 1.74652, 1.74472, 1.69385, 0.0123084, 0.735707, 0.0490839
66.7083, -0.341881, 4.37512, 0.318745, 209.284, -37.2783, 113, 0.233987, 0.249629, 0.590339, 2.61577, 2.36607, 1.9141, 1.81861, 1.66114, 1e+06, 0, 0
46.9697, -0.28685, 4.98569, 0.245574, 191.265, -57.0169, 85, 0.269337, 0.293464, 0.552585, 2.20026, 2.16646, 1.54861, 1.50122, 1.26031, 1e+06, 0, 0
43.954, 0.161447, 2.54938, 0.206483, 212.87, -60.0326, 83, 0.203504, 0.24794, 0.529566, 2.82665, 2.25613, 1.90065, 1.66199, 1.53945, 1e+06, 0, 0
27.8307, -0.241357, 5.80769, 0.152356, 182.669, -76.1559, 58, 0.185568, 0.208115, 0.479839, 1.65458, 1.19211, 1.18792, 1.0785, 1.03872, 1e+06, 0, 0
19.4313, -0.134485, 1.43332, 0.0942202, 206.233, -84.5553, 36, 0.154845, 0.232551, 0.539759, 2.11777, 1.52083, 1.38452, 1.15286, 1.03951, 1e+06, 0, 0.00270218
18.728, 0.188622, 4.3493, 0.0962249, 194.627, -85.2586, 37, 0.187285, 0.222889, 0.506162, 1.7145, 1.53458, 1.18648, 1.18418, 1.11386, 1e+06, 0, 0
14.6505, -0.0990288, 3.7133, 0.0501171, 292.326, -89.336, 23, 0.133518, 0.13928, 0.63698, 1.68609, 1.09126, 0.993819, 0.947024, 0.87773, 1e+06, 0, 0
10.0207, -0.0305415, 3.14173, 0.0451054, 222.162, -93.9659, 23, 0.09321, 0.114873, 0.435684, 1.24852, 0.886775, 0.886015, 0.882945, 0.833595, 1e+06, 0, 0
146.129, -0.023848, 1.54475, 0.498164, 293.336, 48.1119, 215, 0.259616, 0.301011, 0.679672, 7.98799, 5.5268, 3.61788, 3.15591, 3.04993, 1e+06, 0, 0.204534
118.101, 0.344133, 5.31033, 0.491148, 240.46, 20.0837, 206, 0.258674, 0.263557, 0.573307, 3.4779, 2.61868, 2.24847, 2.18768, 2.15922, 1e+06, 0, 0.0207452
112.583, -0.347195, 5.14449, 0.503176, 223.744, 14.5652, 207, 0.256614, 0.285539, 0.543878, 4.30016, 2.66434, 2.52738, 2.34335, 1.88491, 1e+06, 0, 0.00318445
112.575, -0.147628, 2.52164, 0.508188, 221.523, 14.5579, 217, 0.281758, 0.313594, 0.518781, 3.59577, 2.50494, 2.45651, 2.28297, 2.22872, 1e+06, 0, 0.00280323
110.075, -0.323116, 4.15388, 0.498164, 220.961, 12.0574, 211, 0.275398, 0.280111, 0.521682, 2.89923, 2.76758, 1.98339, 1.8584, 1.73621, 1e+06, 0, 0.00532357
103.8, 0.124012, 6.09533, 0.510192, 203.453, 5.78246, 208, 0.263997, 0.307875, 0.499038, 4.23416, 1.86537, 1.84158, 1.83101, 1.82652, 1e+06, 0, 0.00730968
90.8243, 0.0314637, 0.984634, 0.408956, 222.088, -7.19324, 181, 0.260477, 0.301314, 0.501792, 2.63306, 2.43895, 2.08686, 1.79898, 1.79306, 1e+06, 0, 0.0228524
89.261, 0.452913, 3.13691, 0.499167, 178.82, -8.75651, 167, 0.275116, 0.279812, 0.534497, 3.52936, 2.135, 2.04653, 1.8425, 1.72573, 1e+06, 0, 0.00194925
86.0252, -0.430256, 1.8607, 0.365855, 235.135, -11.9923, 138, 0.24258, 0.266962, 0.623371, 3.50922, 2.33363, 2.14614, 1.99456, 1.99125, 1e+06, 0, 0.00482918
85.1503, -0.476222, 2.88528, 0.369864, 230.22, -12.8673, 133, 0.261194, 0.270774, 0.640228, 2.88074, 2.71679, 2.67936, 2.52786, 2.41448, 1e+06, 0, 0.0203733
82.6113, -0.0882867, 3.2729, 0.306717, 269.34, -15.4063, 150, 0.235623, 0.256377, 0.550742, 2.17444, 2.00776, 1.72006, 1.67742, 1.67443, 1e+06, 0, 0.0176385
81.8348, -0.245888, 0.605299, 0.35082, 233.267, -16.1827, 148, 0.271788, 0.29679, 0.552938, 1.89734, 1.89485, 1.70771, 1.54336, 1.54279, 1e+06, 0, 0.00976349
65.3759, 0.273647, 1.96253, 0.332778, 196.455, -32.6416, 127, 0.239532, 0.266412, 0.514771, 2.95766, 2.85922, 2.67784, 1.97935, 1.78884, 1e+06, 0, 0
56.2453, 0.412186, 1.48685, 0.247579, 227.182, -41.7722, 87, 0.25411, 0.288826, 0.646498, 2.92337, 2.13743, 1.96059, 1.85866, 1.7839, 1e+06, 0, 0.00946487
46.2346, 0.125735, 4.24626, 0.245574, 188.272, -51.783, 93, 0.239232, 0.256727, 0.497146, 2.78955, 1.89762, 1.56395, 1.51877, 1.46165, 1e+06, 0, 0
42.157, -0.345291, 1.28651, 0.194454, 216.796, -55.8606, 61, 0.240929, 0.282003, 0.691098, 5.11335, 1.96263, 1.85712, 1.82153, 1.65863, 2.14091e-09, 0.926588, 0.154095
31.2349, 0.0818155, 3.68407, 0.157368, 198.483, -66.7827, 65, 0.215047, 0.254555, 0.480536, 2.20427, 2.08004, 1.32419, 1.32048, 1.22433, 1e+06, 0, 0
28.2755, -0.0764067, 4.68128, 0.156365, 180.829, -69.7421, 63, 0.192898, 0.235015, 0.448817, 2.26523, 1.78456, 1.66196, 1.43376, 1.06048, 1e+06, 0, 0
26.7576, 0.429324, 0.874171, 0.127298, 210.197, -71.26, 51, 0.223044, 0.261913, 0.524658, 1.90731, 1.81251, 1.37104, 1.19504, 1.06966, 1e+06, 0, 0
24.5321, -0.275268, 5.77713, 0.106248, 230.894, -73.4855, 44, 0.216868, 0.218453, 0.557547, 1.82468, 1.75643, 1.62486, 1.41032, 1.27089, 1e+06, 0, 0
14.7046, 0.311705, 2.69503, 0.0631476, 232.862, -83.3129, 26, 0.150415, 0.191516, 0.565563, 2.15775, 1.58557, 1.51666, 1.45212, 1.22694, 1e+06, 0, 0.0138
14.5514, 0.179259, 0.439895, 0.0912132, 159.532, -83.4662, 32, 0.164146, 0.2182, 0.454731, 1.69948, 1.49214, 1.09874, 0.964238, 0.87004, 1e+06, 0, 0
11.4827, -0.253326, 0.138492, 0.0551288, 208.288, -86.5348, 27, 0.131181, 0.202414, 0.425285, 1.59975, 1.12835, 1.02532, 0.717913, 0.695767, 1e+06, 0, 0.0144957
116.119, -0.288966, 0.576098, 0.499167, 232.625, 31.5276, 193, 0.248147, 0.283295, 0.601651, 6.39726, 3.7537, 3.02129, 2.98721, 2.38298, 4.54078e-05, 1, 0.106106
109.04, -0.215306, 5.98496, 0.505181, 215.843, 24.4487, 214, 0.289668, 0.314483, 0.509531, 3.1339, 2.95634, 1.79663, 1.74319, 1.71502, 1e+06, 0, 0.00378922
94.5868, 0.184732, 4.85729, 0.49215, 192.191, 9.99584, 191, 0.260475, 0.289638, 0.495219, 2.33684, 2.17949, 2.16407, 1.81351, 1.80968, 1e+06, 0, 0.00240839
94.1169, 0.207886, 0.355952, 0.396928, 237.113, 9.52587, 193, 0.270102, 0.305977, 0.487652, 2.30671, 2.27785, 2.18839, 1.78947, 1.67964, 1e+06, 0, 0.00130201
93.6805, 0.0482432, 3.12336, 0.36786, 254.664, 9.08952, 157, 0.260461, 0.288146, 0.596691, 2.63445, 2.41374, 2.34611, 1.96262, 1.90691, 1e+06, 0, 0
86.4678, -0.0735867, 1.62359, 0.455064, 190.013, 1.87685, 173, 0.259985, 0.281634, 0.499814, 2.21693, 2.19002, 2.16154, 1.92695, 1.80338, 1e+06, 0, 0.00357593
85.3878, -0.330272, 3.61862, 0.3849, 221.844, 0.796806, 165, 0.251682, 0.27053, 0.517502, 2.68082, 1.97704, 1.86106, 1.61022, 1.57437, 1e+06, 0, 0
82.7437, 0.328473, 2.34616, 0.392918, 210.587, -1.84732, 170, 0.242944, 0.274351, 0.486727, 2.44558, 2.34612, 2.17089, 1.94425, 1.89783, 1e+06, 0, 0.0011674
65.5768, 0.0461872, 4.35332, 0.342801, 191.297, -19.0142, 138, 0.250722, 0.293598, 0.475194, 2.51688, 2.46183, 1.62301, 1.37835, 1.35547, 1e+06, 0, 0.0194298
57.2611, -0.232328, 4.95179, 0.261611, 218.878, -27.3299, 108, 0.248163, 0.278009, 0.530195, 1.89837, 1.89812, 1.86276, 1.4075, 1.34276, 1e+06, 0, 0
55.6655, -0.294234, 2.04213, 0.311729, 178.57, -28.9255, 116, 0.259911, 0.291686, 0.479875, 2.43632, 2.09374, 1.97053, 1.69011, 1.51832, 1e+06, 0, 0
54.9096, 0.149403, 5.71713, 0.262614, 209.089, -29.6814, 111, 0.249672, 0.278986, 0.494681, 2.31139, 2.06109, 1.72208, 1.47825, 1.41401, 1e+06, 0, 0
41.2275, -0.234811, 1.0837, 0.242567, 169.963, -43.3635, 82, 0.231284, 0.248433, 0.502774, 2.65206, 1.68507, 1.66854, 1.65808, 1.57887, 1e+06, 0, 0.00153274
39.3455, -0.124964, 2.724, 0.173405, 226.899, -45.2454, 68, 0.208219, 0.21744, 0.578611, 2.97343, 2.18687, 2.0861, 1.76499, 1.70786, 1e+06, 0, 0.00810463
27.4354, -0.361525, 4.19326, 0.157368, 174.339, -57.1556, 56, 0.252252, 0.281155, 0.489917, 2.70864, 1.78844, 1.45115, 1.32137, 1.23952, 1e+06, 0, 0
25.8351, -0.455426, 5.66086, 0.12429, 207.861, -58.7559, 43, 0.200543, 0.212347, 0.600817, 1.86542, 1.68116, 1.39361, 1.13398, 1.09743, 1e+06, 0, 0
24.7399, 0.483262, 0.739674, 0.180422, 137.123, -59.8511, 57, 0.20911, 0.213725, 0.434033, 1.85072, 1.19753, 0.887299, 0.850385, 0.836657, 1e+06, 0, 0.0100095
131.447, -0.0218971, 3.23274, 0.498164, 263.864, 35.0585, 251, 0.260935, 0.310498, 0.523695, 3.57804, 3.19024, 2.74193, 2.58789, 2.50566, 0.0654823, 1, 0.0468485
112.642, -0.327445, 0.571279, 0.505181, 222.973, 16.2526, 186, 0.249066, 0.263007, 0.6056, 2.60348, 2.58233, 2.50939, 2.17196, 1.97287, 1e+06, 0, 0.0357663
110.775, -0.0475958, 4.75651, 0.499167, 221.92, 14.3863, 222, 0.272056, 0.312414, 0.498988, 2.89699, 2.58295, 2.40262, 2.3329, 2.1746, 1e+06, 0, 0.00019126
108.815, 0.368595, 6.01701, 0.502174, 216.687, 12.4255, 182, 0.252064, 0.264902, 0.597882, 2.86385, 2.7255, 2.38488, 2.1963, 1.81222, 1e+06, 0, 0
103.765, 0.471701, 1.81702, 0.448047, 231.595, 7.37644, 188, 0.259016, 0.261077, 0.551944, 2.66203, 2.20213, 2.18027, 2.04592, 1.6016, 1e+06, 0, 0.00389204
90.874, -0.000466411, 1.37119, 0.47912, 189.669, -5.515, 182, 0.276739, 0.295727, 0.499308, 2.61357, 2.57829, 2.25075, 2.18902, 2.14652, 1e+06, 0, 0.00586625
83.501, 0.333799, 0.409086, 0.364853, 228.862, -12.8881, 145, 0.252548, 0.265809, 0.575869, 2.81786, 2.44603, 1.85127, 1.78229, 1.667, 1e+06, 0, 0.0258562
77.6738, -0.473906, 3.04405, 0.36385, 213.477, -18.7152, 126, 0.257107, 0.290952, 0.616459, 3.4199, 2.39376, 2.23384, 2.2134, 2.16371, 1e+06, 0, 0.0177289
77.5715, 0.207755, 4.10704, 0.401939, 192.993, -18.8175, 143, 0.244962, 0.283816, 0.542458, 5.17447, 2.92377, 2.25932, 2.03595, 1.91509, 3.09575e-10, 1, 0.0938002
61.2349, -0.191381, 3.62504, 0.257602, 237.711, -35.1541, 107, 0.243742, 0.267659, 0.572289, 2.4524, 2.38204, 2.14208, 1.75346, 1.69043, 1e+06, 0, 0.0421599
