Thu Dec 17 07:03:16 2020    prof.txt

         150531575 function calls (149477974 primitive calls) in 274.147 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 vi.py:65(TextObject)
        1    0.000    0.000    0.000    0.000 ultratb.py:1451(SyntaxTB)
        1    0.000    0.000    0.000    0.000 multidigraph.py:18(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1397(IPv4Network)
        1    0.000    0.000    0.000    0.000 _compat.py:128(make_set_closure_cell)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.004    0.004 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.000    0.000 pytables.py:604(TermValue)
        1    0.000    0.000    0.001    0.001 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:568(_MergeOperation)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        8    0.000    0.000    0.000    0.000 mathtext.py:1903(__init__)
       11    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        1    0.000    0.000    0.000    0.000 base.py:404(BaseTypingInstance)
        1    0.000    0.000    0.000    0.000 klass.py:132(ClassMixin)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:162(FuzzyWordCompleter)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:20(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 _process_common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ismags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:113(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 validators.py:342(_DeepMapping)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:2328(PythonParser)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 cm.py:75(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 colorbar.py:1189(Colorbar)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 duplicate.py:6(Duplicate)
        1    0.000    0.000    0.001    0.001 valuewidget.py:4(<module>)
        3    0.000    0.000    0.000    0.000 session.py:111(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:41(BackgroundJobManager)
        4    0.000    0.000    0.002    0.001 tokenize.py:114(_compile)
        4    0.000    0.000    0.001    0.000 <decorator-gen-747>:1(catch_format_error)
        1    0.000    0.000    0.000    0.000 cographs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complex.py:34(Complex)
        1    0.000    0.000    0.000    0.000 integer.py:50(Integer)
        1    0.000    0.000    0.000    0.000 relations.py:13(TypeRelation)
        2    0.000    0.000    0.001    0.000 _multivariate.py:1740(__init__)
        1    0.000    0.000    0.001    0.001 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:1521(FuncAnimation)
       10    0.000    0.000    0.000    0.000 accessor.py:118(delegate_names)
        1    0.000    0.000    0.001    0.001 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
       10    0.000    0.000    0.000    0.000 function_base.py:4097(_meshgrid_dispatcher)
        9    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 ElementTree.py:540(ElementTree)
        1    0.000    0.000    0.000    0.000 transforms.py:2266(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 netcdf.py:100(netcdf_file)
        1    0.000    0.000    0.000    0.000 _reingold_tilford.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:82(BaseEnsemble)
        1    0.000    0.000    0.000    0.000 locks.py:262(_ReleasingContextManager)
        1    0.000    0.000    0.006    0.006 jsonapi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:159(GenericClass)
        1    0.000    0.000    0.000    0.000 access.py:178(DirectObjectAccess)
        1    0.000    0.000    0.000    0.000 diff.py:517(_NodesTreeNode)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 capture.py:2(<module>)
        1    0.000    0.000    0.001    0.001 random_clustered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vitality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:303(BinaryHeap)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1977(IPv6Interface)
        2    0.000    0.000    0.000    0.000 _make.py:1329(_add_repr)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 autonotebook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
       11    0.000    0.000    0.000    0.000 frame.py:3572(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:250(Int64Index)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _nmf.py:1082(NMF)
        2    0.000    0.000    0.000    0.000 deprecation.py:126(_raise_dep_warning_if_not_pytest)
        1    0.000    0.000    0.000    0.000 _store_backends.py:335(FileSystemStoreBackend)
        1    0.000    0.000    0.000    0.000 pep8.py:151(PEP8Normalizer)
        1    0.000    0.000    0.000    0.000 processors.py:687(TabsProcessor)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 base.py:83(__missing__)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 codeop.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 graphical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:401(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 __init__.py:2236(Tk)
        1    0.000    0.000    0.000    0.000 animation.py:534(PillowWriter)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ElementPath.py:59(<module>)
        1    0.000    0.000    0.021    0.021 pyplot.py:276(backend_mod)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 _graph.py:198(KNeighborsTransformer)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 idtracking.py:207(FrameSymbolVisitor)
        3    0.000    0.000    0.004    0.001 ioloop.py:324(configurable_default)
        1    0.000    0.000    0.000    0.000 base_value.py:409(ValueSet)
        1    0.000    0.000    0.000    0.000 menus.py:301(MultiColumnCompletionMenuControl)
        1    0.000    0.000    0.000    0.000 categorical.py:1645(_PointPlotter)
        1    0.000    0.000    0.000    0.000 _trustregion.py:12(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1173(__iter__)
        1    0.000    0.000    0.000    0.000 mio5.py:509(VarWriter5)
        8    0.000    0.000    0.000    0.000 reduction.py:57(register)
        1    0.000    0.000    0.000    0.000 py2_warn.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 value.py:321(CompiledName)
        1    0.000    0.000    0.000    0.000 prompt.py:201(CompleteStyle)
        1    0.000    0.000    0.000    0.000 processors.py:978(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 key_processor.py:423(KeyPressEvent)
        4    0.000    0.000    0.001    0.000 <decorator-gen-752>:1(needs_sqlite)
        1    0.000    0.000    0.000    0.000 release.py:2(<module>)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triads.py:117(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1511(_BaseV6)
        1    0.000    0.000    0.000    0.000 _version_info.py:37(_from_version_string)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        4    0.000    0.000    0.000    0.000 constructor.py:405(construct_yaml_seq)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 axis.py:553(Ticker)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1232(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 widgets.py:672(TextBox)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        1    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
       11    0.000    0.000    0.000    0.000 base.py:299(_is_numeric)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(BlendedGenericTransform)
       10    0.000    0.000    0.000    0.000 multiarray.py:929(ravel_multi_index)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:338(JpegImageFile)
        1    0.000    0.000    0.000    0.000 render_real.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:178(get_supported_platform)
        2    0.000    0.000    0.000    0.000 _compat.py:98(__new__)
        1    0.000    0.000    0.000    0.000 widget_templates.py:250(GridspecLayout)
        1    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 names.py:267(TreeNameDefinition)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:103(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 minidom.py:1201(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 geometry_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1446(expon_gen)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        8    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:7(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
       10    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
        1    0.000    0.000    0.000    0.000 _arff.py:331(BadRelationFormat)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:449(BaseSGDClassifier)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 visitor.py:2(<module>)
       11    0.000    0.000    0.000    0.000 filters.py:50(environmentfilter)
        1    0.000    0.000    0.000    0.000 ioloop.py:82(ZMQIOLoop)
        1    0.000    0.000    0.000    0.000 execution.py:66(TimeitResult)
        1    0.000    0.000    0.000    0.000 iterable.py:242(ListComprehension)
        1    0.000    0.000    0.000    0.000 tree.py:23(NodeOrLeaf)
        1    0.000    0.000    0.000    0.000 base.py:7(Filter)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 display_trap.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 {built-in method scipy._lib._uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 pytables.py:4670(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 merge.py:1546(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 format.py:166(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 util.py:73(find_spec)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 netcdf.py:805(netcdf_variable)
        1    0.000    0.000    0.000    0.000 _forest.py:475(ForestClassifier)
        1    0.000    0.000    0.000    0.000 _fastica.py:304(FastICA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 tree.py:257(BaseNode)
        1    0.000    0.000    0.000    0.000 containers.py:2620(DynamicContainer)
        1    0.000    0.000    0.000    0.000 display.py:321(VimeoVideo)
        1    0.000    0.000    0.001    0.001 macro.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backcall.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:495(get_paths)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.001    0.001 _lsap.py:12(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:183(__init__)
        5    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:531(__init__)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:663(SQLTable)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:535(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        4    0.000    0.000    0.000    0.000 _internal.py:710(_fix_names)
        1    0.000    0.000    0.000    0.000 _split.py:1582(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:83(ResourceTracker)
        1    0.000    0.000    0.000    0.000 process_executor.py:292(_SafeQueue)
        1    0.000    0.000    0.000    0.000 render_path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:228(_Context)
        1    0.000    0.000    0.000    0.000 _compatibility.py:18(use_metaclass)
        1    0.000    0.000    0.000    0.000 generator.py:63(DFAState)
        1    0.000    0.000    0.000    0.000 margins.py:135(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 containers.py:180(VerticalAlign)
        1    0.000    0.000    0.001    0.001 selection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:123(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 loader.py:222(Config)
        2    0.000    0.000    0.000    0.000 sysconfig.py:100(_safe_realpath)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 polar.py:362(ThetaAxis)
        1    0.000    0.000    0.000    0.000 widgets.py:1417(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 concat.py:290(_Concatenator)
        1    0.000    0.000    0.000    0.000 indexers.py:212(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 ast.py:62(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 transforms.py:1613(TransformWrapper)
        5    0.000    0.000    0.000    0.000 functools.py:846(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 render_complex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widget_description.py:13(DescriptionStyle)
        1    0.000    0.000    0.000    0.000 log.py:81(LogFormatter)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        3    0.000    0.000    0.000    0.000 stdlib.py:716(_create_string_input_function)
        1    0.000    0.000    0.000    0.000 __init__.py:362(AccessHandle)
        1    0.000    0.000    0.000    0.000 errors.py:11(SyntaxError)
        1    0.000    0.000    0.000    0.000 context.py:16(AbstractContext)
        1    0.000    0.000    0.000    0.000 dimension.py:18(Dimension)
        1    0.000    0.000    0.000    0.000 margins.py:246(PromptMargin)
        1    0.000    0.000    0.001    0.001 color_depth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 style_transformation.py:97(SetDefaultColorStyleTransformation)
        3    0.000    0.000    0.000    0.000 magic.py:178(_method_magic_marker)
        1    0.000    0.000    0.000    0.000 text.py:26(LSString)
        1    0.000    0.000    0.000    0.000 debugger.py:195(Pdb)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 isomorph.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _make.py:1450(_is_slot_cls)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 kdtree.py:182(KDTree)
        1    0.000    0.000    0.001    0.001 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:51(FormatReplace)
        1    0.000    0.000    0.000    0.000 backend_tools.py:800(ToolZoom)
        8    0.000    0.000    0.000    0.000 animation.py:116(wrapper)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 collections.py:934(PathCollection)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1646(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 boxplot.py:18(BoxPlot)
        1    0.000    0.000    0.000    0.000 _compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 stdlib.py:392(PropertyObject)
        1    0.000    0.000    0.000    0.000 iterable.py:141(ComprehensionMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:526(FakeTuple)
        1    0.000    0.000    0.000    0.000 names.py:499(AnonymousParamName)
        3    0.000    0.000    0.000    0.000 value.py:29(__call__)
        1    0.000    0.000    0.000    0.000 key_bindings.py:73(Binding)
        1    0.000    0.000    0.000    0.000 minidom.py:992(CharacterData)
        1    0.000    0.000    0.000    0.000 relational.py:348(_LinePlotter)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 standard_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4980(lognorm_gen)
        1    0.000    0.000    0.000    0.000 rk.py:385(DOP853)
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 pytables.py:3073(SeriesFixed)
        3    0.000    0.000    0.001    0.000 doccer.py:202(filldoc)
        4    0.000    0.000    0.000    0.000 _util.py:8(register_writer)
        1    0.000    0.000    0.000    0.000 ops.py:197(Op)
        1    0.000    0.000    0.000    0.000 indexers.py:194(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 base.py:383(Registry)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 display.py:15(detect_console_encoding)
        4    0.000    0.000    0.000    0.000 polynomial.py:1142(_coeffs)
        1    0.000    0.000    0.000    0.000 colors.py:1681(LightSource)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 widget_int.py:146(SliderStyle)
        1    0.000    0.000    0.000    0.000 stdlib.py:657(ItemGetterCallable)
        1    0.000    0.000    0.000    0.000 iterable.py:273(DictComprehension)
        1    0.000    0.000    0.000    0.000 history.py:159(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 base.py:248(DynamicCompleter)
        1    0.000    0.000    0.000    0.000 wildcard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coloransi.py:164(set_active_scheme)
        1    0.000    0.000    0.000    0.000 dense.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
        8    0.000    0.000    0.000    0.000 heaps.py:140(func)
        1    0.000    0.000    0.061    0.061 sources.py:45(__init__)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:669(PngImageFile)
        1    0.000    0.000    0.000    0.000 animation.py:637(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1256(Manager)
        1    0.000    0.000    0.000    0.000 pytables.py:123(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 parsers.py:3668(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 scope.py:87(Scope)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _label.py:309(LabelBinarizer)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.002    0.002 specifiers.py:214(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 render_date.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zmqstream.py:64(ZMQStream)
        1    0.000    0.000    0.000    0.000 function.py:57(FunctionMixin)
        1    0.000    0.000    0.000    0.000 base.py:158(DynamicStyle)
        9    0.000    0.000    0.000    0.000 docscrape.py:71(reset)
        1    0.000    0.000    0.000    0.000 adjacency.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 date_time.py:32(DateTime)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 __init__.py:4357(PanedWindow)
        1    0.000    0.000    0.000    0.000 scale.py:204(LogTransform)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 tempfile.py:907(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(MouseButton)
        1    0.000    0.000    0.000    0.000 textpath.py:336(TextPath)
        1    0.000    0.000    0.000    0.000 _text_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:82(MathtextBackend)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 modelPreparation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep562.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        1    0.000    0.000    0.000    0.000 interaction.py:540(options)
        1    0.000    0.000    0.000    0.000 widget_selectioncontainer.py:78(Tab)
        1    0.000    0.000    0.000    0.000 widget_int.py:172(ProgressStyle)
        8    0.000    0.000    0.000    0.000 utils.py:18(to_list)
        1    0.000    0.000    0.000    0.000 base.py:642(_DialogList)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _cubic.py:363(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:2980(Checkbutton)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1007(AnchoredOffsetbox)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 dates.py:579(DateFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 pytables.py:4440(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 GetAndPrepareData.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _split.py:1922(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 lexer.py:259(Token)
       10    0.000    0.000    0.000    0.000 _compat.py:8(<lambda>)
        1    0.000    0.000    0.000    0.000 frequency_table_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instance.py:26(InstanceExecutedParamName)
        1    0.000    0.000    0.000    0.000 pygments.py:149(PygmentsLexer)
        1    0.000    0.000    0.000    0.000 selection.py:13(SelectionType)
        1    0.000    0.000    0.001    0.001 sysconfig.py:417(_init_posix)
        3    0.000    0.000    0.000    0.000 _docstrings.py:32(from_nested_components)
        1    0.000    0.000    0.001    0.001 correlation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imghdr_patch.py:2(<module>)
