p_T, Eta, Phi, p_T-corr, N-Trk, Angularity, Mean-p_T, p_T_1, p_T_2, p_T_3, p_T_4, p_T_5, X_tru
68.368, 0.0820871, 0.329431, -35.7137, 386, 0.240345, 0.551355, 2.71356, 2.12337, 1.92249, 1.71009, 1.6039, 0.00442409
66.4451, -0.10524, 5.60868, -37.6366, 454, 0.265021, 0.495859, 1.81384, 1.75577, 1.72764, 1.52041, 1.51525, 0
55.9064, -0.450253, 5.26963, -48.1754, 403, 0.263434, 0.54278, 1.81923, 1.79553, 1.5192, 1.49293, 1.4664, 0.000324553
10.0795, -0.247104, 3.94187, -94.0023, 87, 0.122593, 0.503974, 2.17737, 0.92426, 0.895248, 0.765213, 0.737993, 0
99.8542, 0.253242, 5.25375, 2.31153, 704, 0.263838, 0.477771, 2.58935, 1.98523, 1.95861, 1.78738, 1.71709, 0
88.8871, 0.205803, 1.58648, -8.65554, 601, 0.26019, 0.507926, 2.34948, 1.9886, 1.84104, 1.75583, 1.73475, 0.0143027
76.4608, 0.439688, 0.797673, -21.0819, 564, 0.248065, 0.527316, 4.46451, 2.68791, 2.0501, 1.56857, 1.55672, 0.0667414
72.5901, 0.0936894, 4.11185, -24.9526, 459, 0.250086, 0.500621, 2.2836, 1.9598, 1.78267, 1.39148, 1.3732, 0.00316201
67.1619, -0.38845, 2.59178, -30.3807, 465, 0.264775, 0.559683, 2.64242, 2.62344, 2.36498, 1.96817, 1.50037, 0
55.0271, -0.431893, 3.16607, -42.5156, 392, 0.250881, 0.555829, 1.71663, 1.7011, 1.69415, 1.3495, 1.2999, 0.00578495
52.8692, -0.311926, 1.7333, -44.6735, 348, 0.248628, 0.58098, 3.0863, 2.43274, 1.94565, 1.93209, 1.89508, 0
51.2772, 0.0800721, 2.50433, -46.2654, 353, 0.259388, 0.488355, 1.83248, 1.82932, 1.82503, 1.42121, 1.37978, 0
50.7819, -0.401581, 5.16259, -46.7608, 323, 0.232064, 0.558042, 2.19813, 1.92279, 1.7689, 1.43576, 1.43405, 0.0234725
49.8317, 0.357678, 4.75957, -47.711, 349, 0.255809, 0.535825, 2.51995, 1.57851, 1.46464, 1.23161, 1.21983, 0
42.3007, 0.431534, 1.97577, -55.242, 350, 0.249437, 0.497655, 2.20887, 2.02064, 1.64662, 1.36067, 1.18578, 0.00473349
32.3834, 0.272956, 5.95671, -65.1593, 225, 0.211256, 0.578274, 2.72268, 1.29887, 1.28722, 1.27102, 1.23298, 0
29.9041, -0.0387756, 0.616562, -67.6386, 231, 0.18789, 0.427201, 1.71121, 1.53634, 1.25149, 1.13436, 0.966701, 0.00731132
28.2184, -0.111951, 5.62104, -69.3243, 185, 0.200714, 0.440912, 2.38995, 1.54197, 1.12423, 0.999404, 0.969099, 0
15.3739, -0.439601, 4.12367, -82.1688, 167, 0.180656, 0.427052, 1.59242, 1.11209, 0.945661, 0.931227, 0.861177, 0
13.1991, -0.353433, 3.59761, -84.3435, 92, 0.148778, 0.488856, 1.62832, 1.44025, 1.19778, 1.02211, 0.918355, 0
97.8832, 0.469534, 0.591277, 2.92867, 667, 0.257849, 0.575784, 4.23316, 3.8099, 2.28599, 2.22387, 1.76655, 0.00259546
96.7271, -0.0334078, 1.23143, 1.7726, 665, 0.251661, 0.503787, 3.42774, 2.7069, 1.71177, 1.65604, 1.61439, 0.00556859
95.9608, -0.431697, 5.46661, 1.00626, 610, 0.258338, 0.557912, 3.3988, 2.27125, 2.21344, 2.01045, 1.87299, 0
90.4147, 0.490115, 4.66419, -4.53979, 677, 0.26973, 0.519625, 2.30641, 2.29481, 2.24767, 2.00873, 1.80939, 0
89.2314, 0.46954, 0.0573144, -5.72313, 536, 3.25079, 0.561204, 2.52029, 2.10613, 2.00626, 1.91382, 1.76149, 0
83.2517, 0.175192, 2.01685, -11.7028, 489, 0.240259, 0.570217, 3.28319, 2.92206, 2.65687, 1.82105, 1.80019, 0.0350988
63.4424, -0.354017, 3.83861, -31.5121, 440, 0.263814, 0.58204, 2.15843, 1.65967, 1.53029, 1.44015, 1.42684, 0
62.1678, -0.357064, 0.296613, -32.7867, 452, 0.259905, 0.497343, 3.08858, 2.75212, 2.22531, 1.88726, 1.65746, 0
57.9469, 0.47787, 1.10229, -37.0076, 365, 0.227026, 0.557182, 2.76143, 2.03009, 1.82081, 1.78664, 1.63002, 0.000826938
56.2055, 0.43523, 5.17955, -38.749, 389, 0.231252, 0.535291, 2.51025, 1.73939, 1.58029, 1.47051, 1.46003, 0.00260025
28.0581, -0.431796, 2.72365, -66.8964, 172, 0.210989, 0.684344, 3.50168, 1.56445, 1.49352, 1.43377, 1.38978, 0
26.3017, 0.0519517, 4.98593, -68.6528, 205, 0.211896, 0.469674, 1.26691, 1.25614, 1.1952, 1.14121, 1.12589, 0.017763
21.4979, 0.000595275, 0.766823, -73.4566, 158, 0.161298, 0.537448, 2.53673, 1.66622, 1.32431, 1.32101, 1.21292, 0
16.028, 0.0562223, 6.22017, -78.9265, 75, 3.71656, 0.801401, 2.52348, 1.76551, 1.6317, 1.27018, 1.09757, 0
97.7792, -0.444665, 1.4741, -3.01671, 679, 0.267342, 0.546253, 3.66243, 2.75848, 2.26397, 2.14005, 2.07434, 0.00715292
95.4564, -0.462388, 5.26833, -5.33952, 678, 0.264408, 0.52162, 2.69182, 2.21611, 2.01013, 1.82211, 1.70481, 0.0118903
77.1411, -0.153457, 2.65579, -23.6548, 509, 0.259566, 0.524769, 2.52909, 1.75642, 1.43421, 1.32207, 1.27865, 0.00873698
70.269, 0.0571718, 0.600715, -30.5269, 454, 0.252356, 0.512912, 3.0488, 2.79379, 1.62685, 1.62515, 1.35225, 0.0232137
63.8245, 0.0072165, 1.62227, -36.9715, 463, 0.254871, 0.452656, 1.71675, 1.5254, 1.49709, 1.43745, 1.40498, 0.0149195
63.7461, -0.092496, 4.47331, -37.0499, 455, 0.234094, 0.461928, 1.80225, 1.74551, 1.73055, 1.5342, 1.33021, 0
61.2796, 0.304665, 1.97298, -39.5163, 431, 0.251659, 0.475036, 1.74097, 1.68774, 1.54551, 1.22037, 1.16043, 0.010932
57.1775, 0.00555492, 5.06456, -43.6184, 388, 0.229219, 0.472542, 2.58372, 2.16133, 2.07843, 1.61727, 1.36324, 0.0010565
49.5919, 0.0506474, 5.65401, -51.204, 362, 0.235861, 0.500929, 2.24632, 2.10762, 1.68575, 1.59526, 1.46301, 0.00440429
33.3915, 0.174621, 1.1848, -67.4044, 242, 0.195318, 0.463771, 2.61204, 1.31914, 1.29641, 1.12355, 1.11948, 0.0272266
22.6531, 0.342717, 2.53306, -78.1428, 175, 0.224413, 0.444179, 1.59397, 1.46906, 1.36139, 0.967595, 0.949278, 0
16.4272, -0.264665, 1.97542, -84.3687, 131, 0.171243, 0.41068, 1.34694, 1.16045, 1.15613, 0.889585, 0.724456, 0
15.9799, 0.380975, 4.37842, -84.816, 132, 0.192085, 0.469997, 2.48361, 1.14846, 1.11096, 0.655909, 0.634856, 0
12.2598, 0.0710147, 3.8495, -88.5362, 90, 0.180098, 0.645252, 2.15363, 1.59136, 1.26491, 1.22847, 0.820176, 0.0374746
98.8798, -0.258955, 2.49133, 4.37258, 646, 0.264417, 0.534485, 2.95889, 2.03349, 2.025, 1.90923, 1.85823, 0.00192637
98.6575, -0.0144318, 1.27888, 4.1503, 695, 0.28101, 0.503355, 2.5719, 2.40717, 2.29241, 2.26527, 2.26054, 1.7948e-05
84.0459, 0.355578, 3.39942, -10.4613, 613, 0.241712, 0.518802, 2.42168, 2.24057, 1.79884, 1.79583, 1.72029, 0
83.555, 0.107147, 4.62671, -10.9522, 539, 0.237795, 0.564561, 3.11598, 2.53627, 2.09234, 1.86217, 1.7651, 0.00908395
83.0067, -0.228981, 6.15999, -11.5005, 531, 0.877065, 0.525359, 3.08978, 2.54073, 2.22652, 2.00898, 1.89671, 0.0195556
78.8269, 0.173002, 5.74424, -15.6803, 558, 0.246933, 0.515208, 2.73567, 2.09672, 2.0238, 2.0223, 1.83203, 0.00219655
65.5397, 0.411308, 1.06564, -28.9675, 467, 0.24733, 0.550754, 3.48639, 2.32923, 1.89617, 1.65893, 1.4835, 0.0366373
56.6167, -0.262788, 0.877633, -37.8905, 345, 0.226293, 0.539206, 2.00936, 1.92897, 1.87472, 1.8498, 1.67157, 0.100431
46.1302, 0.204035, 2.0397, -48.377, 340, 0.219616, 0.496024, 2.07204, 1.78307, 1.65309, 1.40125, 1.19356, 0.00678395
45.8394, -0.0360114, 3.04713, -48.6678, 315, 0.204392, 0.458394, 2.45924, 1.76853, 1.73178, 1.3939, 1.34557, 0.00258573
36.6949, 0.0138526, 5.33328, -57.8123, 276, 0.195406, 0.412302, 1.87537, 1.4279, 1.19353, 1.07738, 1.06544, 0.0160438
36.557, 0.444356, 4.10251, -57.9502, 241, 0.157768, 0.641351, 2.74295, 2.13207, 1.63854, 1.49435, 1.38675, 0
20.4759, 0.0681039, 0.647562, -74.0313, 106, 0.138728, 0.568774, 2.69841, 1.34194, 1.28177, 1.13174, 1.12427, 0
17.1821, -0.3544, 3.56003, -77.3251, 105, 0.146002, 0.536941, 1.79466, 1.19286, 1.15775, 0.931114, 0.912982, 0
12.4334, -0.343966, 4.9729, -82.0738, 86, 0.137312, 0.460495, 1.35728, 0.92138, 0.875158, 0.863926, 0.845543, 0
88.5276, -0.00455292, 4.1776, -20.2524, 618, 0.251492, 0.52075, 2.44776, 2.34773, 2.14485, 2.00239, 1.98469, 0.0140071
88.2231, -0.338909, 0.941166, -20.5569, 619, 0.261823, 0.464332, 2.29109, 1.92355, 1.79424, 1.79362, 1.6791, 0.00170904
87.467, 0.259523, 2.50232, -21.3129, 570, 0.243236, 0.485928, 2.87005, 1.85217, 1.83774, 1.7556, 1.63203, 0.0042554
81.4934, -0.220948, 3.20668, -27.2866, 520, 0.261718, 0.536141, 2.7898, 2.27471, 1.61078, 1.45736, 1.39069, 0.0159928
79.8733, -0.463246, 1.62052, -28.9067, 624, 0.265475, 0.536063, 3.07679, 2.15168, 1.74822, 1.70969, 1.47833, 0
78.1525, 0.0194657, 1.5749, -30.6274, 512, 0.253771, 0.479463, 2.30252, 2.28904, 1.56295, 1.48491, 1.47402, 0.000220421
50.3826, 0.313257, 5.66262, -58.3974, 322, 0.24636, 0.592737, 2.3985, 2.16234, 2.0589, 1.86369, 1.4407, 0
48.1125, 0.454036, 4.46611, -60.6675, 342, 0.247455, 0.616826, 2.47928, 1.8476, 1.7568, 1.59971, 1.33088, 0.00618901
40.4511, 0.169985, 2.99196, -68.3289, 225, 0.254331, 0.603748, 2.51857, 1.93747, 1.81176, 1.54798, 1.41774, 0
38.3174, 0.0524477, 2.02319, -70.4625, 230, 0.212728, 0.571902, 2.68767, 2.30757, 2.10091, 1.79682, 1.70136, 0
30.4772, 0.329262, 1.13457, -78.3028, 232, 0.189459, 0.435388, 1.80159, 1.05042, 1.01445, 0.995106, 0.989489, 0.0128741
25.7905, -0.0774342, 5.3626, -82.9895, 219, 0.190117, 0.477602, 1.41311, 1.38525, 1.36553, 1.3576, 1.30342, 0.0145969
18.3193, -0.264691, 0.0562177, -90.4607, 90, 0.439919, 0.610643, 2.01648, 1.89207, 1.3242, 1.29032, 1.11538, 0
16.5694, -0.223112, 2.4281, -92.2106, 122, 0.17841, 0.447821, 1.26731, 1.0965, 1.05938, 0.904892, 0.899481, 0
16.0245, 0.0188412, 4.60478, -92.7555, 106, 0.140401, 0.500765, 1.92349, 1.79971, 1.30566, 0.865897, 0.799255, 0.0291528
12.99, 0.486572, 2.17093, -95.79, 73, 0.159407, 0.764119, 1.7693, 1.47053, 1.28079, 1.25595, 1.07154, 0
99.4479, -0.487745, 0.107998, -3.41878, 690, 1.56824, 0.537556, 3.33823, 2.67195, 2.1598, 2.07182, 1.78452, 0.00164247
98.4789, 0.0873655, 0.393186, -4.38778, 627, 0.254232, 0.512911, 3.40046, 2.42432, 1.95377, 1.93673, 1.84762, 0.0277979
85.8511, 0.0227186, 2.13538, -17.0156, 536, 0.252192, 0.479615, 2.39099, 2.02869, 1.99781, 1.79252, 1.72876, 0.00160033
84.6557, -0.0676998, 5.44171, -18.2109, 646, 0.274218, 0.447914, 1.93308, 1.83853, 1.68107, 1.63716, 1.55804, 0.00204235
77.6109, 0.179871, 4.42357, -25.2557, 573, 0.26211, 0.473237, 2.50754, 2.42306, 2.1209, 2.03901, 1.92561, 0.000356259
61.3854, -0.309419, 1.81403, -41.4813, 463, 0.263396, 0.511545, 2.58813, 2.3359, 1.57674, 1.50276, 1.48912, 0.00176759
57.9249, -0.0945308, 4.99208, -44.9418, 343, 0.244975, 0.579249, 2.38757, 2.17326, 2.0005, 1.96091, 1.81978, 0
56.8763, 0.331776, 1.59276, -45.9904, 410, 0.243341, 0.50333, 3.17281, 2.70256, 2.53699, 1.93555, 1.60855, 0.0791488
34.7849, -0.0805175, 6.10304, -68.0817, 235, 0.191055, 0.511543, 2.42728, 2.38781, 2.08054, 1.7656, 1.68405, 0
26.4293, -0.362789, 0.53705, -76.4374, 166, 0.209315, 0.518221, 1.41415, 1.37226, 1.23635, 1.20701, 1.14899, 0
19.9614, -0.365431, 4.38727, -82.9052, 125, 0.150615, 0.5253, 1.39825, 1.15662, 1.14354, 1.11391, 0.885428, 0
16.6034, 0.186752, 3.76773, -86.2632, 120, 0.169632, 0.461205, 1.57915, 1.32606, 1.3229, 1.31943, 1.23855, 0.0256656
96.0768, 0.115898, 5.71337, -11.0023, 592, 0.240611, 0.565158, 5.65509, 2.97301, 2.59722, 2.2691, 2.14766, 0.101093
87.975, -0.324785, 3.29872, -19.104, 525, 0.255063, 0.556804, 2.73211, 2.25969, 2.02186, 1.97777, 1.89418, 0.00495719
76.5326, -0.00693108, 2.02186, -30.5464, 537, 0.266448, 0.475358, 2.00798, 1.95398, 1.77311, 1.56389, 1.38351, 0
75.0428, -0.26121, 0.375199, -32.0362, 458, 0.249929, 0.521131, 1.98319, 1.79731, 1.79323, 1.77203, 1.73378, 0
69.1515, 0.193726, 3.48989, -37.9275, 496, 0.245707, 0.470419, 2.05315, 1.7689, 1.75512, 1.50128, 1.33712, 0
68.9753, 0.160658, 4.9438, -38.1038, 456, 0.264997, 0.510928, 2.01361, 1.8237, 1.68403, 1.61525, 1.44846, 0
66.4689, -0.229742, 2.79429, -40.6101, 446, 0.251537, 0.511299, 1.9781, 1.92166, 1.65799, 1.62983, 1.50057, 0
65.9623, 0.181704, 6.24864, -41.1168, 402, 2.40448, 0.511335, 2.25362, 1.98058, 1.6307, 1.57805, 1.53516, 0.00305746
65.0788, -0.463463, 3.81499, -42.0002, 427, 0.245598, 0.561024, 1.92365, 1.91616, 1.71871, 1.69608, 1.56043, 0
62.1807, 0.364111, 1.06996, -44.8984, 468, 0.253128, 0.489612, 2.42663, 1.79118, 1.74323, 1.67871, 1.63509, 0
44.0167, 0.384657, 2.23408, -63.0623, 330, 0.239078, 0.530322, 2.49916, 1.85297, 1.53721, 1.473, 1.39567, 0
41.3847, 0.468157, 3.15794, -65.6943, 281, 0.23855, 0.627041, 2.53676, 2.17304, 1.94394, 1.93954, 1.65691, 0.017876
39.8194, 0.363812, 0.613479, -67.2596, 233, 0.223167, 0.632055, 2.15643, 1.61872, 1.45971, 1.39537, 1.39044, 0.00719376
34.1225, 0.357985, 1.5097, -72.9565, 239, 0.207392, 0.524962, 1.57281, 1.46181, 1.34763, 1.25734, 1.22031, 0
24.0777, -0.25539, 1.05051, -83.0014, 185, 0.19143, 0.472111, 2.2329, 1.87887, 1.29162, 1.2214, 1.13533, 0
12.0131, -0.35694, 4.98928, -95.066, 87, 0.16201, 0.462041, 1.34461, 0.96095, 0.844132, 0.789698, 0.709715, 0.0160026
99.4103, 0.297363, 5.33545, -9.50611, 645, 0.264679, 0.549228, 2.79482, 2.49519, 2.41627, 2.3428, 2.16317, 0.0192842
98.6656, -0.487322, 4.49184, -10.2509, 683, 0.245018, 0.545114, 3.66324, 2.93424, 2.10514, 1.84801, 1.79806, 0.0630897
90.2499, -0.282259, 2.20401, -18.6665, 650, 0.263041, 0.501388, 3.32248, 2.35752, 2.18182, 1.94822, 1.64653, 0.046571
88.3385, -0.0608888, 1.27369, -20.5779, 489, 0.240012, 0.569926, 3.36833, 1.99211, 1.97515, 1.96715, 1.86591, 0.00968281
79.9324, 0.0555563, 5.83596, -28.984, 503, 0.252314, 0.502719, 2.55677, 2.0834, 1.9428, 1.83172, 1.72533, 0.0024667
78.1395, 0.162511, 0.292569, -30.7769, 532, 0.836858, 0.473573, 2.601, 1.92058, 1.5639, 1.54578, 1.45129, 0
69.4353, 0.216746, 4.46884, -39.4811, 416, 0.241292, 0.542463, 6.28496, 2.80046, 2.24333, 2.20215, 1.48042, 0.104575
65.4607, 0.339431, 2.22015, -43.4557, 528, 0.247323, 0.457767, 1.86371, 1.61296, 1.49179, 1.44392, 1.39421, 0
58.0431, -0.222428, 5.41781, -50.8734, 401, 0.24104, 0.483692, 1.96589, 1.79933, 1.67374, 1.60604, 1.59204, 0.00447784
34.6823, -0.282423, 5.01105, -74.2341, 261, 0.243541, 0.46868, 1.52827, 1.32281, 1.16462, 1.08973, 1.0635, 0.0136833
31.1155, 0.431891, 1.14099, -77.8009, 181, 0.226288, 0.598374, 2.61031, 2.02627, 1.86066, 1.71947, 1.60674, 0.000242057
25.032, -0.0976341, 3.34287, -83.8844, 186, 0.163849, 0.510858, 1.99279, 1.49072, 1.48633, 1.44818, 1.41647, 0
22.2609, 0.219882, 3.74619, -86.6555, 169, 0.163447, 0.436488, 1.27409, 1.25873, 1.17769, 1.12599, 0.951704, 0.0238916
16.0025, -0.201809, 0.0652313, -92.9139, 101, 0.843708, 0.410321, 1.29803, 1.28226, 1.02338, 0.826556, 0.816512, 0.0328784
15.2454, -0.0471712, 1.86693, -93.671, 140, 0.172374, 0.371839, 1.391, 1.07523, 0.923897, 0.89247, 0.838453, 0.0666443
91.0472, -0.393506, 1.96275, -5.92357, 693, 0.275174, 0.476687, 2.33675, 1.88678, 1.85253, 1.64827, 1.51839, 0.0038928
86.5891, -0.208172, 4.08233, -10.3817, 604, 0.253309, 0.500515, 2.53389, 2.46788, 2.17136, 1.51725, 1.35539, 0.0125512
85.4793, -0.10643, 0.245207, -11.4915, 525, 0.972507, 0.518056, 2.04026, 1.89836, 1.74291, 1.70898, 1.64817, 0.000762201
81.0563, -0.460093, 1.44121, -15.9145, 535, 0.260835, 0.544002, 3.36751, 1.95992, 1.62014, 1.60689, 1.59383, 0.00686191
70.3081, -0.247807, 0.976352, -26.6627, 496, 0.252713, 0.540832, 2.59246, 2.14827, 1.95325, 1.6178, 1.59356, 0
68.9177, 0.195994, 2.13223, -28.0531, 468, 0.244678, 0.472039, 1.81546, 1.71848, 1.59156, 1.50089, 1.3574, 0.000519053
60.7051, -0.0555152, 2.6615, -36.2657, 451, 0.241708, 0.404701, 1.9718, 1.76889, 1.42443, 1.34259, 1.31149, 0.00171748
56.7542, -0.316703, 3.61986, -40.2166, 369, 0.223631, 0.556413, 2.58093, 2.10821, 1.87639, 1.80501, 1.75956, 0
54.0493, -0.0755636, 4.89993, -42.9215, 375, 0.266263, 0.454196, 2.37032, 1.70595, 1.63621, 1.50886, 1.28266, 0.0044975
44.0301, 0.183737, 3.35673, -52.9406, 330, 0.241564, 0.468406, 2.8087, 2.3753, 1.74891, 1.47031, 1.44641, 0
37.5721, -0.204089, 5.76377, -59.3987, 281, 0.229447, 0.458196, 2.18444, 1.49165, 1.4179, 1.31282, 1.25915, 0.012008
37.4059, 0.315114, 1.17564, -59.5649, 315, 0.223598, 0.445308, 2.2049, 1.51878, 1.50425, 1.37296, 1.1418, 0.00175304
11.3162, -0.05735, 1.68029, -85.6546, 77, 0.119634, 0.452647, 1.52947, 1.37735, 0.946607, 0.792549, 0.741224, 0.0782472
98.8212, 0.00414374, 2.15392, -6.71825, 597, 0.263164, 0.564693, 2.81658, 2.59157, 2.06894, 2.0485, 1.99961, 0
94.7757, 0.263715, 4.98585, -10.7638, 553, 0.26512, 0.526532, 2.15644, 1.76694, 1.60793, 1.58175, 1.54887, 0.00897526
86.1924, -0.418673, 1.38472, -19.3471, 586, 0.261135, 0.552516, 2.92673, 2.09749, 1.97949, 1.73805, 1.68656, 0.0263388
86.0468, -0.317726, 0.0808551, -19.4927, 514, 2.75401, 0.573645, 3.14234, 2.8659, 2.6288, 2.28273, 2.27217, 0.0261751
84.1808, 0.473824, 0.456449, -21.3587, 520, 0.255646, 0.561205, 2.38879, 2.28624, 2.24159, 2.17084, 2.16812, 0.0150303
78.5776, -0.240442, 2.67158, -26.9619, 553, 0.245109, 0.520381, 2.49288, 2.36286, 2.20423, 2.12509, 1.94271, 0
54.3779, 0.435955, 5.8147, -51.1616, 352, 0.294903, 0.560597, 2.00882, 2.00573, 1.74162, 1.70851, 1.31668, 0.0113005
51.6837, -0.0453272, 3.25836, -53.8558, 353, 0.224189, 0.474162, 2.65755, 1.75313, 1.68013, 1.4275, 1.42397, 0.017272
49.6379, 0.468038, 2.37643, -55.9016, 346, 0.227815, 0.577185, 2.48432, 2.28055, 1.86271, 1.84046, 1.64734, 0
43.4603, -0.344396, 4.12773, -62.0791, 242, 0.198649, 0.65849, 1.87635, 1.83496, 1.76257, 1.73616, 1.68408, 0.0278024
35.6824, 0.0658832, 0.569326, -69.8571, 217, 0.206613, 0.509749, 2.65511, 1.81721, 1.71079, 1.61002, 1.28807, 0.0193739
14.4986, 0.0070603, 1.56361, -91.0409, 90, 0.102427, 0.536986, 1.97393, 1.35839, 1.3552, 1.32038, 1.30742, 0
13.4377, 0.142514, 3.92043, -92.1018, 69, 0.138607, 0.610805, 2.27804, 2.03113, 1.05156, 1.0368, 1.00314, 0
12.9079, 0.188905, 2.80573, -92.6316, 93, 0.148728, 0.496458, 1.25915, 0.975756, 0.910341, 0.846692, 0.801863, 0
99.8563, -0.337118, 0.770284, 11.3931, 537, 0.228294, 0.636028, 12.3318, 2.70153, 2.53049, 2.40296, 1.83169, 0.144068
95.0003, -0.195732, 2.76579, 6.53715, 702, 0.264435, 0.465688, 2.77926, 2.11958, 1.78386, 1.62669, 1.51079, 0.00305691
94.7788, -0.231352, 4.94143, 6.31556, 694, 0.27079, 0.48111, 2.27211, 1.88543, 1.85419, 1.76842, 1.75437, 0.00705797
90.2961, -0.485768, 4.34037, 1.83289, 503, 0.224252, 0.66886, 2.9048, 2.3358, 2.14789, 2.11362, 2.11362, 0.0832112
88.6875, 0.1473, 5.68558, 0.224319, 639, 0.266705, 0.484631, 2.80349, 2.53658, 2.33403, 2.27189, 2.10227, 0.0176627
81.9107, 0.485919, 4.48976, -6.55249, 548, 0.253812, 0.589286, 2.92847, 2.62462, 1.93091, 1.83613, 1.78009, 0.0679961
60.043, -0.0237902, 3.12742, -28.4202, 395, 0.266094, 0.508839, 3.07123, 2.13002, 2.12444, 2.10916, 1.93616, 0
59.0629, 0.34545, 3.65627, -29.4003, 326, 0.240161, 0.641988, 2.6542, 2.23128, 2.17513, 2.03904, 1.86909, 0
58.7643, -0.113231, 1.63532, -29.6989, 421, 0.24031, 0.493818, 3.01049, 2.38569, 1.74758, 1.42602, 1.3949, 0.0275015
57.667, 0.0294453, 2.20653, -30.7962, 409, 0.224751, 0.465056, 2.13922, 1.80077, 1.34565, 1.28063, 1.24426, 0.00539638
44.2991, 0.455981, 5.12591, -44.1641, 342, 0.225062, 0.461448, 2.46727, 2.3769, 1.76398, 1.52921, 1.44483, 0.00973895
29.3146, -0.147543, 6.20855, -59.1486, 183, 0.209365, 0.505425, 2.87509, 2.09754, 1.1033, 1.09399, 1.09215, 0.0361646
13.0229, -0.160029, 1.14613, -75.4403, 86, 0.2077, 0.542622, 1.65058, 1.41051, 1.08249, 0.958269, 0.933485, 0.0193736
12.7129, 0.0841615, 4.54243, -75.7503, 84, 0.0965553, 0.605374, 2.90099, 1.87696, 1.03744, 0.975207, 0.752133, 0
99.0717, 0.182068, 1.84517, -4.15049, 709, 0.262568, 0.490454, 8.65406, 3.0234, 2.01397, 1.99458, 1.91772, 0.068618
89.2231, 0.399081, 2.41942, -13.9991, 603, 0.233043, 0.53427, 4.79963, 3.4225, 2.22258, 1.75778, 1.65945, 0.0492343
88.717, 0.310842, 2.85423, -14.5052, 494, 0.26239, 0.551037, 3.04293, 2.10333, 1.93652, 1.88455, 1.66, 0.000395951
88.7134, 0.192207, 4.1101, -14.5088, 626, 0.255045, 0.495606, 3.38867, 2.47186, 1.72579, 1.678, 1.58956, 0
87.6569, -0.344754, 0.449864, -15.5653, 577, 0.25336, 0.558324, 2.51157, 2.17823, 2.05652, 1.88969, 1.57328, 0
84.0049, 0.0178027, 3.38136, -19.2173, 507, 0.231845, 0.52503, 3.10518, 2.6207, 2.17738, 1.99599, 1.96088, 0.000872797
73.625, 0.486616, 0.000391705, -29.5971, 519, 2.33284, 0.579725, 3.24676, 2.13145, 1.89987, 1.57589, 1.50695, 0
51.6177, 0.382284, 5.03567, -51.6045, 365, 0.240988, 0.567228, 2.67397, 2.24225, 1.71808, 1.63381, 1.61961, 0
47.9466, -0.253646, 4.4623, -55.2756, 316, 0.211049, 0.544848, 2.23816, 1.99799, 1.66409, 1.53174, 1.42232, 0.0239361
40.3515, -0.348625, 4.92703, -62.8707, 246, 0.234394, 0.568331, 3.05042, 2.69753, 1.78234, 1.71224, 1.67962, 0.0037741
35.5507, -0.0612441, 2.60359, -67.6715, 265, 0.21273, 0.403985, 1.57206, 1.45606, 1.28622, 1.19416, 1.13859, 0
31.7578, -0.262602, 4.00301, -71.4644, 242, 0.232312, 0.496215, 3.71722, 1.72336, 1.14744, 1.12163, 1.00567, 0.0913206
15.8782, 0.0522002, 1.27774, -87.344, 204, 0.168987, 0.30535, 1.05221, 0.895397, 0.852587, 0.837072, 0.804279, 0.000387085
11.8244, 0.111819, 4.63536, -91.3978, 70, 0.17321, 0.788293, 2.27131, 2.24641, 1.61874, 1.33686, 0.730896, 0
10.1958, 0.128907, 0.264061, -93.0264, 58, 0.0998198, 0.53662, 1.42031, 1.3412, 1.19948, 0.988939, 0.648235, 0
85.8544, -0.265322, 0.586696, -12.2259, 491, 0.257799, 0.553899, 2.55593, 2.23944, 2.22559, 1.9995, 1.83592, 0.00292246
70.0941, -0.0456301, 3.5452, -27.9861, 456, 0.2573, 0.53507, 2.98168, 2.16753, 2.06611, 2.03217, 1.98598, 0.00827305
64.9407, -0.106085, 6.08188, -33.1395, 458, 1.61623, 0.463862, 2.09182, 1.83943, 1.46806, 1.44305, 1.34367, 0.000387274
57.2268, -0.384199, 5.38471, -40.8534, 398, 0.229348, 0.596113, 2.80707, 1.84738, 1.84101, 1.70374, 1.68815, 0.0101595
52.655, 0.112822, 4.48964, -45.4253, 390, 0.238142, 0.450043, 2.28893, 2.05826, 2.01422, 1.89445, 1.5553, 0.0250187
52.3783, -0.165876, 2.89346, -45.702, 315, 0.214458, 0.551351, 2.00378, 1.9963, 1.68478, 1.67999, 1.50539, 0
35.7646, -0.165296, 4.03411, -62.3157, 247, 0.254242, 0.470587, 1.79198, 1.51036, 1.42556, 1.33854, 1.25268, 0.00479112
33.8876, 0.14597, 1.28667, -64.1927, 294, 0.210174, 0.418366, 1.4993, 1.37534, 1.27595, 1.27023, 1.04452, 0
27.5246, -0.048919, 5.04349, -70.5557, 153, 0.157729, 0.640107, 2.57344, 2.45943, 1.96021, 1.69705, 1.4907, 0
18.5831, 0.437358, 3.7105, -79.4972, 147, 0.222833, 0.563123, 1.84701, 1.6385, 1.22165, 1.10745, 1.07251, 0
93.1524, 0.185613, 3.69187, 2.91798, 579, 0.248479, 0.523328, 2.35115, 2.30585, 2.26349, 2.08381, 1.84066, 0.00152708
